id,values,location,sample date,measure
702211,1740,Busarakhan,31-May-06,Chromium
697182,4001,Chai,1-Jun-06,Copper
697183,2612,Chai,1-Jun-06,Chromium
698583,12616,Chai,1-Jun-06,Copper
698585,2891,Chai,1-Jun-06,Chromium
700052,1083,Chai,1-Jun-06,Copper
700053,2312,Chai,1-Jun-06,Chromium
683678,9314,Boonsri,8-Jun-06,Copper
683679,449,Boonsri,8-Jun-06,Chromium
685316,12970,Boonsri,8-Jun-06,Copper
685318,1900,Boonsri,8-Jun-06,Chromium
686947,3396,Boonsri,8-Jun-06,Copper
686948,687,Boonsri,8-Jun-06,Chromium
710170,10439,Sakda,8-Jun-06,Copper
710171,3230,Sakda,8-Jun-06,Chromium
711128,11410,Sakda,8-Jun-06,Copper
711130,8471,Sakda,8-Jun-06,Chromium
712126,6868,Sakda,8-Jun-06,Copper
712127,1519,Sakda,8-Jun-06,Chromium
697230,6753,Chai,18-Jun-06,Copper
697231,3045,Chai,18-Jun-06,Chromium
698638,15410,Chai,18-Jun-06,Copper
698640,5622,Chai,18-Jun-06,Chromium
700099,3053,Chai,18-Jun-06,Copper
700100,2048,Chai,18-Jun-06,Chromium
683729,13220,Boonsri,22-Jun-06,Copper
683730,15600,Boonsri,22-Jun-06,Chromium
685375,4785,Boonsri,22-Jun-06,Copper
685377,1152,Boonsri,22-Jun-06,Chromium
686999,10780,Boonsri,22-Jun-06,Copper
687000,1311,Boonsri,22-Jun-06,Chromium
701297,24350,Somchair,25-Jun-06,Copper
701298,9574,Somchair,25-Jun-06,Chromium
702245,3113,Busarakhan,25-Jun-06,Copper
702246,1123,Busarakhan,25-Jun-06,Chromium
696118,7937,Kohsoom,26-Jun-06,Copper
696119,1295,Kohsoom,26-Jun-06,Chromium
707238,5897,Kannika,26-Jun-06,Copper
707239,2103,Kannika,26-Jun-06,Chromium
708220,7401,Kannika,26-Jun-06,Copper
708222,2613,Kannika,26-Jun-06,Chromium
709227,42890,Kannika,26-Jun-06,Copper
709228,3038,Kannika,26-Jun-06,Chromium
697280,2273,Chai,9-Jul-06,Copper
697281,1253,Chai,9-Jul-06,Chromium
698696,5377,Chai,9-Jul-06,Copper
698698,778,Chai,9-Jul-06,Chromium
700150,16480,Chai,9-Jul-06,Copper
700151,1071,Chai,9-Jul-06,Chromium
707291,4716,Kannika,11-Jul-06,Copper
707292,1388,Kannika,11-Jul-06,Chromium
708281,6868,Kannika,11-Jul-06,Copper
708283,1922,Kannika,11-Jul-06,Chromium
709281,15040,Kannika,11-Jul-06,Copper
709282,1967,Kannika,11-Jul-06,Chromium
683778,4652,Boonsri,13-Jul-06,Copper
683779,122,Boonsri,13-Jul-06,Chromium
685434,4626,Boonsri,13-Jul-06,Copper
685436,99,Boonsri,13-Jul-06,Chromium
687052,2908,Boonsri,13-Jul-06,Copper
687053,202,Boonsri,13-Jul-06,Chromium
710225,16690,Sakda,13-Jul-06,Copper
710226,1845,Sakda,13-Jul-06,Chromium
711190,14570,Sakda,13-Jul-06,Copper
711192,1524,Sakda,13-Jul-06,Chromium
712180,7981,Sakda,13-Jul-06,Copper
712181,1637,Sakda,13-Jul-06,Chromium
697329,2069,Chai,15-Jul-06,Copper
697330,2723,Chai,15-Jul-06,Chromium
698752,3548,Chai,15-Jul-06,Copper
698754,927,Chai,15-Jul-06,Chromium
700199,2116,Chai,15-Jul-06,Copper
700200,498,Chai,15-Jul-06,Chromium
701352,5006,Somchair,16-Jul-06,Copper
701353,413,Somchair,16-Jul-06,Chromium
702300,50,Busarakhan,16-Jul-06,Copper
702301,50,Busarakhan,16-Jul-06,Chromium
683836,1233,Boonsri,27-Jul-06,Copper
683837,245,Boonsri,27-Jul-06,Chromium
685500,4584,Boonsri,27-Jul-06,Copper
685502,410,Boonsri,27-Jul-06,Chromium
687110,3028,Boonsri,27-Jul-06,Copper
687111,143,Boonsri,27-Jul-06,Chromium
696147,2423,Kohsoom,29-Jul-06,Copper
696148,5443,Kohsoom,29-Jul-06,Chromium
683894,2005,Boonsri,10-Aug-06,Copper
683895,531,Boonsri,10-Aug-06,Chromium
685566,4965,Boonsri,10-Aug-06,Copper
685568,788,Boonsri,10-Aug-06,Chromium
687168,3141,Boonsri,10-Aug-06,Copper
687169,868,Boonsri,10-Aug-06,Chromium
707344,4605,Kannika,10-Aug-06,Copper
707345,50,Kannika,10-Aug-06,Chromium
708341,6168,Kannika,10-Aug-06,Copper
708343,1291,Kannika,10-Aug-06,Chromium
709334,7866,Kannika,10-Aug-06,Copper
709335,165,Kannika,10-Aug-06,Chromium
710279,4276,Sakda,10-Aug-06,Copper
710280,50,Sakda,10-Aug-06,Chromium
711251,6019,Sakda,10-Aug-06,Copper
711253,161,Sakda,10-Aug-06,Chromium
712234,5479,Sakda,10-Aug-06,Copper
712235,362,Sakda,10-Aug-06,Chromium
701405,307,Somchair,13-Aug-06,Copper
701406,164,Somchair,13-Aug-06,Chromium
702353,431,Busarakhan,13-Aug-06,Copper
702354,1468,Busarakhan,13-Aug-06,Chromium
697378,6438,Chai,18-Aug-06,Copper
697379,1465,Chai,18-Aug-06,Chromium
698809,15690,Chai,18-Aug-06,Copper
698811,2465,Chai,18-Aug-06,Chromium
700248,6600,Chai,18-Aug-06,Copper
700249,1760,Chai,18-Aug-06,Chromium
683946,2560,Boonsri,24-Aug-06,Copper
683947,1517,Boonsri,24-Aug-06,Chromium
685626,3425,Boonsri,24-Aug-06,Copper
685628,1519,Boonsri,24-Aug-06,Chromium
687220,4163,Boonsri,24-Aug-06,Copper
687221,1531,Boonsri,24-Aug-06,Chromium
696198,7754,Kohsoom,26-Aug-06,Copper
696199,4466,Kohsoom,26-Aug-06,Chromium
697426,10020,Chai,27-Aug-06,Copper
697427,2330,Chai,27-Aug-06,Chromium
698865,7317,Chai,27-Aug-06,Copper
698867,1312,Chai,27-Aug-06,Chromium
700296,5528,Chai,27-Aug-06,Copper
700297,1100,Chai,27-Aug-06,Chromium
697476,7369,Chai,2-Sep-06,Copper
697477,1122,Chai,2-Sep-06,Chromium
698922,8475,Chai,2-Sep-06,Copper
698924,1079,Chai,2-Sep-06,Chromium
700346,11600,Chai,2-Sep-06,Copper
700347,766,Chai,2-Sep-06,Chromium
684005,3524,Boonsri,7-Sep-06,Copper
684006,1612,Boonsri,7-Sep-06,Chromium
685692,6126,Boonsri,7-Sep-06,Copper
685694,1137,Boonsri,7-Sep-06,Chromium
687279,3254,Boonsri,7-Sep-06,Copper
687280,684,Boonsri,7-Sep-06,Chromium
710333,19340,Sakda,7-Sep-06,Copper
710334,1564,Sakda,7-Sep-06,Chromium
711312,5410,Sakda,7-Sep-06,Copper
711314,498,Sakda,7-Sep-06,Chromium
712288,5689,Sakda,7-Sep-06,Copper
712289,1214,Sakda,7-Sep-06,Chromium
707397,5419,Kannika,14-Sep-06,Copper
707398,765,Kannika,14-Sep-06,Chromium
708402,6058,Kannika,14-Sep-06,Copper
708404,885,Kannika,14-Sep-06,Chromium
709388,6415,Kannika,14-Sep-06,Copper
709389,717,Kannika,14-Sep-06,Chromium
684040,2039,Boonsri,21-Sep-06,Copper
684041,451,Boonsri,21-Sep-06,Chromium
685735,6004,Boonsri,21-Sep-06,Copper
685737,1295,Boonsri,21-Sep-06,Chromium
687314,3834,Boonsri,21-Sep-06,Copper
687315,359,Boonsri,21-Sep-06,Chromium
701458,9782,Somchair,22-Sep-06,Copper
701459,1522,Somchair,22-Sep-06,Chromium
702406,15260,Busarakhan,22-Sep-06,Copper
702407,1174,Busarakhan,22-Sep-06,Chromium
696254,1930,Kohsoom,23-Sep-06,Copper
696255,3402,Kohsoom,23-Sep-06,Chromium
697521,12050,Chai,29-Sep-06,Copper
697522,1371,Chai,29-Sep-06,Chromium
698975,6182,Chai,29-Sep-06,Copper
698977,1775,Chai,29-Sep-06,Chromium
700392,50,Chai,29-Sep-06,Copper
700393,508,Chai,29-Sep-06,Chromium
701509,39340,Somchair,6-Oct-06,Copper
701510,150,Somchair,6-Oct-06,Chromium
702457,74900,Busarakhan,6-Oct-06,Copper
702458,306,Busarakhan,6-Oct-06,Chromium
697570,7444,Chai,8-Oct-06,Copper
697571,630,Chai,8-Oct-06,Chromium
699032,8916,Chai,8-Oct-06,Copper
699034,50,Chai,8-Oct-06,Chromium
700441,5772,Chai,8-Oct-06,Copper
700442,270,Chai,8-Oct-06,Chromium
707448,11170,Kannika,12-Oct-06,Copper
707449,225,Kannika,12-Oct-06,Chromium
708460,15370,Kannika,12-Oct-06,Copper
708462,485,Kannika,12-Oct-06,Chromium
709439,5283,Kannika,12-Oct-06,Copper
709440,226,Kannika,12-Oct-06,Chromium
710384,14160,Sakda,12-Oct-06,Copper
710385,141,Sakda,12-Oct-06,Chromium
711370,10130,Sakda,12-Oct-06,Copper
711372,1207,Sakda,12-Oct-06,Chromium
712339,8042,Sakda,12-Oct-06,Copper
712340,1166,Sakda,12-Oct-06,Chromium
697616,9780,Chai,15-Oct-06,Copper
697617,522,Chai,15-Oct-06,Chromium
699085,59690,Chai,15-Oct-06,Copper
699087,731,Chai,15-Oct-06,Chromium
700487,29780,Chai,15-Oct-06,Copper
700488,202,Chai,15-Oct-06,Chromium
684148,6330,Boonsri,26-Oct-06,Copper
684149,419,Boonsri,26-Oct-06,Chromium
685801,5534,Boonsri,26-Oct-06,Copper
685803,269,Boonsri,26-Oct-06,Chromium
687373,17330,Boonsri,26-Oct-06,Copper
687374,181,Boonsri,26-Oct-06,Chromium
696306,21160,Kohsoom,28-Oct-06,Copper
696307,402,Kohsoom,28-Oct-06,Chromium
684207,676,Boonsri,9-Nov-06,Copper
684208,50,Boonsri,9-Nov-06,Chromium
685867,2327,Boonsri,9-Nov-06,Copper
685869,384,Boonsri,9-Nov-06,Chromium
687431,2844,Boonsri,9-Nov-06,Copper
687432,9303,Boonsri,9-Nov-06,Chromium
707501,19640,Kannika,9-Nov-06,Copper
707502,3194,Kannika,9-Nov-06,Chromium
708518,4014,Kannika,9-Nov-06,Copper
708520,4098,Kannika,9-Nov-06,Chromium
709491,509,Kannika,9-Nov-06,Copper
709492,166,Kannika,9-Nov-06,Chromium
710436,5943,Sakda,9-Nov-06,Copper
710437,4300,Sakda,9-Nov-06,Chromium
711429,6255,Sakda,9-Nov-06,Copper
711431,1520,Sakda,9-Nov-06,Chromium
712391,5636,Sakda,9-Nov-06,Copper
712392,3205,Sakda,9-Nov-06,Chromium
697648,8498,Chai,15-Nov-06,Copper
697649,1413,Chai,15-Nov-06,Chromium
699125,11490,Chai,15-Nov-06,Copper
699127,1875,Chai,15-Nov-06,Chromium
700519,9649,Chai,15-Nov-06,Copper
700520,138,Chai,15-Nov-06,Chromium
701561,9491,Somchair,22-Nov-06,Copper
701562,364,Somchair,22-Nov-06,Chromium
702509,6371,Busarakhan,22-Nov-06,Copper
702510,748,Busarakhan,22-Nov-06,Chromium
684262,3265,Boonsri,23-Nov-06,Copper
684263,864,Boonsri,23-Nov-06,Chromium
685930,4257,Boonsri,23-Nov-06,Copper
685932,1753,Boonsri,23-Nov-06,Chromium
687486,4358,Boonsri,23-Nov-06,Copper
687487,4370,Boonsri,23-Nov-06,Chromium
696360,10560,Kohsoom,25-Nov-06,Copper
696361,3849,Kohsoom,25-Nov-06,Chromium
697693,7011,Chai,25-Nov-06,Copper
697694,582,Chai,25-Nov-06,Chromium
699177,11240,Chai,25-Nov-06,Copper
699179,2256,Chai,25-Nov-06,Chromium
700564,8310,Chai,25-Nov-06,Copper
700565,5517,Chai,25-Nov-06,Chromium
684317,13020,Boonsri,7-Dec-06,Copper
684318,545,Boonsri,7-Dec-06,Chromium
685993,4841,Boonsri,7-Dec-06,Copper
685995,612,Boonsri,7-Dec-06,Chromium
687541,6754,Boonsri,7-Dec-06,Copper
687542,618,Boonsri,7-Dec-06,Chromium
707553,4691,Kannika,7-Dec-06,Copper
707554,428,Kannika,7-Dec-06,Chromium
708577,3260,Kannika,7-Dec-06,Copper
708579,416,Kannika,7-Dec-06,Chromium
709543,7639,Kannika,7-Dec-06,Copper
709544,2443,Kannika,7-Dec-06,Chromium
710488,6614,Sakda,7-Dec-06,Copper
710489,254,Sakda,7-Dec-06,Chromium
711488,3670,Sakda,7-Dec-06,Copper
711490,771,Sakda,7-Dec-06,Chromium
712443,7557,Sakda,7-Dec-06,Copper
712444,1179,Sakda,7-Dec-06,Chromium
697742,16080,Chai,10-Dec-06,Copper
697743,844,Chai,10-Dec-06,Chromium
699234,15650,Chai,10-Dec-06,Copper
699236,1257,Chai,10-Dec-06,Chromium
700613,10210,Chai,10-Dec-06,Copper
700614,153,Chai,10-Dec-06,Chromium
701613,10480,Somchair,13-Dec-06,Copper
701614,541,Somchair,13-Dec-06,Chromium
702561,13300,Busarakhan,13-Dec-06,Copper
702562,424,Busarakhan,13-Dec-06,Chromium
697787,9049,Chai,20-Dec-06,Copper
697788,589,Chai,20-Dec-06,Chromium
699288,14990,Chai,20-Dec-06,Copper
699290,974,Chai,20-Dec-06,Chromium
700659,11250,Chai,20-Dec-06,Copper
700660,183,Chai,20-Dec-06,Chromium
684352,3854,Boonsri,21-Dec-06,Copper
684353,362,Boonsri,21-Dec-06,Chromium
686036,4955,Boonsri,21-Dec-06,Copper
686038,271,Boonsri,21-Dec-06,Chromium
687576,2520,Boonsri,21-Dec-06,Copper
687577,382,Boonsri,21-Dec-06,Chromium
696415,12060,Kohsoom,23-Dec-06,Copper
696416,2383,Kohsoom,23-Dec-06,Chromium
787637,5392,Boonsri,11-Jan-07,Copper
787638,1604,Boonsri,11-Jan-07,Chromium
789256,3639,Boonsri,11-Jan-07,Copper
789258,1074,Boonsri,11-Jan-07,Chromium
790711,4632,Boonsri,11-Jan-07,Copper
790712,973,Boonsri,11-Jan-07,Chromium
812947,4947,Kannika,11-Jan-07,Copper
812948,500,Kannika,11-Jan-07,Chromium
814014,7426,Kannika,11-Jan-07,Copper
814016,854,Kannika,11-Jan-07,Chromium
815169,8046,Kannika,11-Jan-07,Copper
815170,821,Kannika,11-Jan-07,Chromium
816234,8748,Sakda,11-Jan-07,Copper
816235,1247,Sakda,11-Jan-07,Chromium
817303,12400,Sakda,11-Jan-07,Copper
817305,1145,Sakda,11-Jan-07,Chromium
818461,9061,Sakda,11-Jan-07,Copper
818462,949,Sakda,11-Jan-07,Chromium
801312,9354,Chai,18-Jan-07,Copper
801313,1707,Chai,18-Jan-07,Chromium
802805,8676,Chai,18-Jan-07,Copper
802807,1612,Chai,18-Jan-07,Chromium
804504,8593,Chai,18-Jan-07,Copper
804505,2095,Chai,18-Jan-07,Chromium
805985,5930,Somchair,24-Jan-07,Copper
805986,935,Somchair,24-Jan-07,Chromium
807140,19440,Busarakhan,24-Jan-07,Copper
807141,821,Busarakhan,24-Jan-07,Chromium
787695,5416,Boonsri,25-Jan-07,Copper
787696,1257,Boonsri,25-Jan-07,Chromium
789323,3804,Boonsri,25-Jan-07,Copper
789325,932,Boonsri,25-Jan-07,Chromium
790769,6366,Boonsri,25-Jan-07,Copper
790770,830,Boonsri,25-Jan-07,Chromium
800225,4249,Kohsoom,27-Jan-07,Copper
800226,1979,Kohsoom,27-Jan-07,Chromium
801361,4676,Chai,27-Jan-07,Copper
801362,2108,Chai,27-Jan-07,Chromium
802864,5969,Chai,27-Jan-07,Copper
802866,1389,Chai,27-Jan-07,Chromium
804554,5247,Chai,27-Jan-07,Copper
804555,1695,Chai,27-Jan-07,Chromium
787758,12970,Boonsri,8-Feb-07,Copper
787760,746,Boonsri,8-Feb-07,Chromium
813006,18370,Kannika,8-Feb-07,Copper
813007,1323,Kannika,8-Feb-07,Chromium
814081,7409,Kannika,8-Feb-07,Copper
814083,1159,Kannika,8-Feb-07,Chromium
815228,45590,Kannika,8-Feb-07,Copper
815229,1016,Kannika,8-Feb-07,Chromium
816292,14130,Sakda,15-Feb-07,Copper
816293,1362,Sakda,15-Feb-07,Chromium
817368,28230,Sakda,15-Feb-07,Copper
817370,1443,Sakda,15-Feb-07,Chromium
818520,26020,Sakda,15-Feb-07,Copper
818521,1400,Sakda,15-Feb-07,Chromium
801414,17450,Chai,16-Feb-07,Copper
801415,1165,Chai,16-Feb-07,Chromium
802923,8602,Chai,16-Feb-07,Copper
802925,927,Chai,16-Feb-07,Chromium
804606,8989,Chai,16-Feb-07,Copper
804607,1089,Chai,16-Feb-07,Chromium
787820,12760,Boonsri,22-Feb-07,Copper
787822,3258,Boonsri,22-Feb-07,Chromium
789390,13330,Boonsri,22-Feb-07,Copper
789392,2943,Boonsri,22-Feb-07,Chromium
790831,16950,Boonsri,22-Feb-07,Copper
790833,2865,Boonsri,22-Feb-07,Chromium
806049,19270,Somchair,22-Feb-07,Copper
806051,1885,Somchair,22-Feb-07,Chromium
807205,23710,Busarakhan,22-Feb-07,Copper
807207,1481,Busarakhan,22-Feb-07,Chromium
800284,1839,Kohsoom,24-Feb-07,Copper
800286,10110,Kohsoom,24-Feb-07,Chromium
801464,15240,Chai,28-Feb-07,Copper
801465,1534,Chai,28-Feb-07,Chromium
802981,8224,Chai,28-Feb-07,Copper
802983,1395,Chai,28-Feb-07,Chromium
804656,6683,Chai,28-Feb-07,Copper
804657,1115,Chai,28-Feb-07,Chromium
787887,3756,Boonsri,9-Mar-07,Copper
787889,2973,Boonsri,9-Mar-07,Chromium
789457,5501,Boonsri,9-Mar-07,Copper
789459,4140,Boonsri,9-Mar-07,Chromium
790898,6724,Boonsri,9-Mar-07,Copper
790900,4075,Boonsri,9-Mar-07,Chromium
813067,8765,Kannika,15-Mar-07,Copper
813068,9806,Kannika,15-Mar-07,Chromium
814150,10080,Kannika,15-Mar-07,Copper
814152,9475,Kannika,15-Mar-07,Chromium
815289,8034,Kannika,15-Mar-07,Copper
815290,8376,Kannika,15-Mar-07,Chromium
816353,7710,Sakda,15-Mar-07,Copper
816354,5065,Sakda,15-Mar-07,Chromium
817437,9999,Sakda,15-Mar-07,Copper
817439,7407,Sakda,15-Mar-07,Chromium
818581,7355,Sakda,15-Mar-07,Copper
818582,6476,Sakda,15-Mar-07,Chromium
787953,5190,Boonsri,22-Mar-07,Copper
787955,7537,Boonsri,22-Mar-07,Chromium
789524,8705,Boonsri,22-Mar-07,Copper
789526,12250,Boonsri,22-Mar-07,Chromium
790963,9432,Boonsri,22-Mar-07,Copper
790965,16110,Boonsri,22-Mar-07,Chromium
801497,40490,Chai,23-Mar-07,Copper
801498,5227,Chai,23-Mar-07,Chromium
803023,70000,Chai,23-Mar-07,Copper
803025,10490,Chai,23-Mar-07,Chromium
804689,63840,Chai,23-Mar-07,Copper
804690,4064,Chai,23-Mar-07,Chromium
800346,3200,Kohsoom,24-Mar-07,Copper
800348,2985,Kohsoom,24-Mar-07,Chromium
806119,4922,Somchair,28-Mar-07,Copper
806121,5363,Somchair,28-Mar-07,Chromium
807274,10530,Busarakhan,28-Mar-07,Copper
807276,15080,Busarakhan,28-Mar-07,Chromium
801551,8593,Chai,31-Mar-07,Copper
801552,5344,Chai,31-Mar-07,Chromium
803085,10530,Chai,31-Mar-07,Copper
803087,6206,Chai,31-Mar-07,Chromium
804724,5286,Chai,31-Mar-07,Copper
804725,4844,Chai,31-Mar-07,Chromium
788021,6845,Boonsri,6-Apr-07,Copper
788023,1149,Boonsri,6-Apr-07,Chromium
789592,11010,Boonsri,6-Apr-07,Copper
789594,3786,Boonsri,6-Apr-07,Chromium
791030,9080,Boonsri,6-Apr-07,Copper
791032,2217,Boonsri,6-Apr-07,Chromium
801604,10760,Chai,12-Apr-07,Copper
801605,2538,Chai,12-Apr-07,Chromium
803147,12370,Chai,12-Apr-07,Copper
803149,6154,Chai,12-Apr-07,Chromium
804774,19250,Chai,12-Apr-07,Copper
804775,2009,Chai,12-Apr-07,Chromium
813126,9348,Kannika,12-Apr-07,Copper
813127,4480,Kannika,12-Apr-07,Chromium
814217,11100,Kannika,12-Apr-07,Copper
814219,1722,Kannika,12-Apr-07,Chromium
815348,14300,Kannika,12-Apr-07,Copper
815349,2157,Kannika,12-Apr-07,Chromium
816412,8802,Sakda,12-Apr-07,Copper
816413,1795,Sakda,12-Apr-07,Chromium
817504,10870,Sakda,12-Apr-07,Copper
817506,2805,Sakda,12-Apr-07,Chromium
818640,8995,Sakda,12-Apr-07,Copper
818641,3371,Sakda,12-Apr-07,Chromium
788087,11990,Boonsri,19-Apr-07,Copper
788089,2703,Boonsri,19-Apr-07,Chromium
806189,15130,Somchair,20-Apr-07,Copper
806191,1883,Somchair,20-Apr-07,Chromium
807344,7818,Busarakhan,20-Apr-07,Copper
807346,849,Busarakhan,20-Apr-07,Chromium
800426,4883,Kohsoom,21-Apr-07,Copper
800428,1786,Kohsoom,21-Apr-07,Chromium
801660,8103,Chai,25-Apr-07,Copper
801661,1762,Chai,25-Apr-07,Chromium
803211,7261,Chai,25-Apr-07,Copper
803213,1148,Chai,25-Apr-07,Chromium
804830,10240,Chai,25-Apr-07,Copper
804831,1352,Chai,25-Apr-07,Chromium
788154,8867,Boonsri,10-May-07,Copper
788156,1764,Boonsri,10-May-07,Chromium
789658,8493,Boonsri,10-May-07,Copper
789660,2717,Boonsri,10-May-07,Chromium
791095,10150,Boonsri,10-May-07,Copper
791097,4842,Boonsri,10-May-07,Chromium
813187,8014,Kannika,10-May-07,Copper
813188,810,Kannika,10-May-07,Chromium
814284,7509,Kannika,10-May-07,Copper
814286,1431,Kannika,10-May-07,Chromium
815409,4687,Kannika,10-May-07,Copper
815410,194,Kannika,10-May-07,Chromium
816473,5605,Sakda,10-May-07,Copper
816474,727,Sakda,10-May-07,Chromium
817573,8145,Sakda,10-May-07,Copper
817575,2734,Sakda,10-May-07,Chromium
818701,6399,Sakda,10-May-07,Copper
818702,1741,Sakda,10-May-07,Chromium
801712,4526,Chai,18-May-07,Copper
801713,832,Chai,18-May-07,Chromium
803272,3958,Chai,18-May-07,Copper
803274,823,Chai,18-May-07,Chromium
788220,8660,Boonsri,24-May-07,Copper
788222,3272,Boonsri,24-May-07,Chromium
789725,13540,Boonsri,24-May-07,Copper
789727,2257,Boonsri,24-May-07,Chromium
791161,6882,Boonsri,24-May-07,Copper
791163,2651,Boonsri,24-May-07,Chromium
800471,3193,Kohsoom,26-May-07,Copper
800473,4567,Kohsoom,26-May-07,Chromium
806257,3802,Somchair,26-May-07,Copper
806259,2449,Somchair,26-May-07,Chromium
807412,5270,Busarakhan,26-May-07,Copper
807414,1844,Busarakhan,26-May-07,Chromium
801742,865,Chai,31-May-07,Copper
801743,945,Chai,31-May-07,Chromium
803311,3352,Chai,31-May-07,Copper
803313,1576,Chai,31-May-07,Chromium
804904,6364,Chai,31-May-07,Copper
804905,1079,Chai,31-May-07,Chromium
788287,5605,Boonsri,7-Jun-07,Copper
788289,1805,Boonsri,7-Jun-07,Chromium
789793,14400,Boonsri,7-Jun-07,Copper
789795,2434,Boonsri,7-Jun-07,Chromium
791228,8297,Boonsri,7-Jun-07,Copper
791230,1633,Boonsri,7-Jun-07,Chromium
816533,6929,Sakda,7-Jun-07,Copper
816534,2148,Sakda,7-Jun-07,Chromium
817642,13220,Sakda,7-Jun-07,Copper
817644,5971,Sakda,7-Jun-07,Chromium
818761,5181,Sakda,7-Jun-07,Copper
818762,1620,Sakda,7-Jun-07,Chromium
813247,14810,Kannika,9-Jun-07,Copper
813248,608,Kannika,9-Jun-07,Chromium
814351,28730,Kannika,9-Jun-07,Copper
814353,1492,Kannika,9-Jun-07,Chromium
815471,8438,Kannika,9-Jun-07,Copper
815472,2625,Kannika,9-Jun-07,Chromium
788353,14260,Boonsri,21-Jun-07,Copper
788355,1585,Boonsri,21-Jun-07,Chromium
789860,15950,Boonsri,21-Jun-07,Copper
789862,3940,Boonsri,21-Jun-07,Chromium
791294,8415,Boonsri,21-Jun-07,Copper
791296,2381,Boonsri,21-Jun-07,Chromium
801778,14950,Chai,21-Jun-07,Copper
801779,2033,Chai,21-Jun-07,Chromium
803369,6254,Chai,21-Jun-07,Copper
803371,788,Chai,21-Jun-07,Chromium
804953,5650,Chai,21-Jun-07,Copper
804954,1004,Chai,21-Jun-07,Chromium
800533,27780,Kohsoom,23-Jun-07,Copper
800535,9306,Kohsoom,23-Jun-07,Chromium
806321,19810,Somchair,23-Jun-07,Copper
806323,6475,Somchair,23-Jun-07,Chromium
807477,28840,Busarakhan,23-Jun-07,Copper
807479,4181,Busarakhan,23-Jun-07,Chromium
801827,7698,Chai,28-Jun-07,Copper
801828,866,Chai,28-Jun-07,Chromium
803426,2805,Chai,28-Jun-07,Copper
803428,996,Chai,28-Jun-07,Chromium
805002,5294,Chai,28-Jun-07,Copper
805003,1062,Chai,28-Jun-07,Chromium
788420,11520,Boonsri,5-Jul-07,Copper
788422,1599,Boonsri,5-Jul-07,Chromium
789928,12390,Boonsri,5-Jul-07,Copper
789930,1736,Boonsri,5-Jul-07,Chromium
791361,17150,Boonsri,5-Jul-07,Copper
791363,1225,Boonsri,5-Jul-07,Chromium
801859,25540,Chai,7-Jul-07,Copper
801860,39540,Chai,7-Jul-07,Chromium
803467,21660,Chai,7-Jul-07,Copper
803469,18590,Chai,7-Jul-07,Chromium
805033,30560,Chai,7-Jul-07,Copper
805034,52450,Chai,7-Jul-07,Chromium
813304,16470,Kannika,7-Jul-07,Copper
813305,1985,Kannika,7-Jul-07,Chromium
814417,20730,Kannika,7-Jul-07,Copper
814419,2749,Kannika,7-Jul-07,Chromium
815527,19260,Kannika,7-Jul-07,Copper
815528,1452,Kannika,7-Jul-07,Chromium
816590,17340,Sakda,7-Jul-07,Copper
816591,1308,Sakda,7-Jul-07,Chromium
817706,22210,Sakda,7-Jul-07,Copper
817708,1914,Sakda,7-Jul-07,Chromium
818817,18860,Sakda,7-Jul-07,Copper
818818,1354,Sakda,7-Jul-07,Chromium
788487,19520,Boonsri,19-Jul-07,Copper
788489,1925,Boonsri,19-Jul-07,Chromium
789996,16530,Boonsri,19-Jul-07,Copper
789998,3134,Boonsri,19-Jul-07,Chromium
791428,11850,Boonsri,19-Jul-07,Copper
791430,6246,Boonsri,19-Jul-07,Chromium
801907,19860,Chai,19-Jul-07,Copper
801908,15680,Chai,19-Jul-07,Chromium
803524,18500,Chai,19-Jul-07,Copper
803526,5033,Chai,19-Jul-07,Chromium
805081,19550,Chai,19-Jul-07,Copper
805082,3201,Chai,19-Jul-07,Chromium
800595,4104,Kohsoom,21-Jul-07,Copper
800597,17160,Kohsoom,21-Jul-07,Chromium
806385,13910,Somchair,22-Jul-07,Copper
806387,18870,Somchair,22-Jul-07,Chromium
807541,20350,Busarakhan,22-Jul-07,Copper
807543,2882,Busarakhan,22-Jul-07,Chromium
801957,7433,Chai,4-Aug-07,Copper
801958,1033,Chai,4-Aug-07,Chromium
803583,5560,Chai,4-Aug-07,Copper
803585,792,Chai,4-Aug-07,Chromium
805131,4621,Chai,4-Aug-07,Copper
805132,645,Chai,4-Aug-07,Chromium
813362,7205,Kannika,11-Aug-07,Copper
813363,920,Kannika,11-Aug-07,Chromium
814484,3447,Kannika,11-Aug-07,Copper
814486,868,Kannika,11-Aug-07,Chromium
815585,3172,Kannika,11-Aug-07,Copper
815586,633,Kannika,11-Aug-07,Chromium
816648,4001,Sakda,11-Aug-07,Copper
816649,529,Sakda,11-Aug-07,Chromium
817773,6322,Sakda,11-Aug-07,Copper
817775,1356,Sakda,11-Aug-07,Chromium
818875,6671,Sakda,11-Aug-07,Copper
818876,1090,Sakda,11-Aug-07,Chromium
788549,7477,Boonsri,23-Aug-07,Copper
788551,1604,Boonsri,23-Aug-07,Chromium
790059,8753,Boonsri,23-Aug-07,Copper
790061,1625,Boonsri,23-Aug-07,Chromium
791490,6184,Boonsri,23-Aug-07,Copper
791492,1591,Boonsri,23-Aug-07,Chromium
800658,15720,Kohsoom,25-Aug-07,Copper
