id,Magnesium value,location,sample date,measure
174605,11.9,Sakda,27-May-01,Magnesium
175351,14.3,Sakda,27-May-01,Magnesium
168332,17,Somchair,28-May-01,Magnesium
169039,28.6,Busarakhan,28-May-01,Magnesium
158922,12,Boonsri,6-Jun-01,Magnesium
159604,12,Boonsri,6-Jun-01,Magnesium
160287,12,Boonsri,6-Jun-01,Magnesium
165464,12.6,Kohsoom,19-Jun-01,Magnesium
166219,12,Chai,19-Jun-01,Magnesium
166938,12,Chai,19-Jun-01,Magnesium
167653,12,Chai,19-Jun-01,Magnesium
168369,15.6,Somchair,21-Jun-01,Magnesium
169076,21.6,Busarakhan,21-Jun-01,Magnesium
171667,12,Kannika,21-Jun-01,Magnesium
172411,12,Kannika,21-Jun-01,Magnesium
173154,12,Kannika,21-Jun-01,Magnesium
173896,12,Sakda,21-Jun-01,Magnesium
174642,12,Sakda,21-Jun-01,Magnesium
175388,12,Sakda,21-Jun-01,Magnesium
166257,18.8,Chai,7-Jul-01,Magnesium
166976,16.8,Chai,7-Jul-01,Magnesium
167691,18.5,Chai,7-Jul-01,Magnesium
158959,14.5,Boonsri,27-Jul-01,Magnesium
159641,14.5,Boonsri,27-Jul-01,Magnesium
160324,11.6,Boonsri,27-Jul-01,Magnesium
165502,21.2,Kohsoom,27-Jul-01,Magnesium
171704,11.9,Kannika,27-Jul-01,Magnesium
172446,21.4,Kannika,27-Jul-01,Magnesium
173191,16.5,Kannika,27-Jul-01,Magnesium
173934,14.1,Sakda,27-Jul-01,Magnesium
174679,16.5,Sakda,27-Jul-01,Magnesium
175426,14.3,Sakda,27-Jul-01,Magnesium
168406,28.4,Somchair,28-Jul-01,Magnesium
169113,30.7,Busarakhan,28-Jul-01,Magnesium
158989,15,Boonsri,4-Aug-01,Magnesium
159671,12.6,Boonsri,4-Aug-01,Magnesium
160356,12.6,Boonsri,4-Aug-01,Magnesium
165535,15,Kohsoom,26-Aug-01,Magnesium
166291,12,Chai,26-Aug-01,Magnesium
167009,12,Chai,26-Aug-01,Magnesium
167725,12,Chai,26-Aug-01,Magnesium
168439,13.8,Somchair,28-Aug-01,Magnesium
169144,19.2,Busarakhan,28-Aug-01,Magnesium
171736,12.6,Kannika,28-Aug-01,Magnesium
172478,12,Kannika,28-Aug-01,Magnesium
173222,12.6,Kannika,28-Aug-01,Magnesium
173966,12.6,Sakda,29-Aug-01,Magnesium
174710,12.6,Sakda,29-Aug-01,Magnesium
175456,12.6,Sakda,29-Aug-01,Magnesium
159024,13.6,Boonsri,14-Sep-01,Magnesium
159705,11.6,Boonsri,14-Sep-01,Magnesium
160391,13.6,Boonsri,14-Sep-01,Magnesium
165570,29,Kohsoom,16-Sep-01,Magnesium
166327,14.3,Chai,22-Sep-01,Magnesium
167045,14.6,Chai,22-Sep-01,Magnesium
167760,14.9,Chai,22-Sep-01,Magnesium
168474,21.3,Somchair,23-Sep-01,Magnesium
169180,26,Busarakhan,23-Sep-01,Magnesium
171770,18.9,Kannika,25-Sep-01,Magnesium
172512,16.4,Kannika,25-Sep-01,Magnesium
173255,16.4,Kannika,25-Sep-01,Magnesium
174001,21,Sakda,25-Sep-01,Magnesium
174745,21,Sakda,25-Sep-01,Magnesium
175489,21,Sakda,25-Sep-01,Magnesium
159055,14.5,Boonsri,12-Oct-01,Magnesium
159736,12.6,Boonsri,12-Oct-01,Magnesium
160420,15.5,Boonsri,12-Oct-01,Magnesium
165596,27,Kohsoom,14-Oct-01,Magnesium
168499,32.3,Somchair,18-Nov-01,Magnesium
169213,47.1,Busarakhan,18-Nov-01,Magnesium
166360,22.3,Chai,22-Nov-01,Magnesium
167077,12.41,Chai,22-Nov-01,Magnesium
167793,24.07,Chai,22-Nov-01,Magnesium
171802,12.4,Kannika,23-Nov-01,Magnesium
172544,32.1,Kannika,23-Nov-01,Magnesium
173287,24.8,Kannika,23-Nov-01,Magnesium
174032,14.8,Sakda,23-Nov-01,Magnesium
174777,17.3,Sakda,23-Nov-01,Magnesium
175520,24.8,Sakda,23-Nov-01,Magnesium
159092,17.5,Boonsri,7-Dec-01,Magnesium
159775,19.4,Boonsri,7-Dec-01,Magnesium
160460,20.4,Boonsri,7-Dec-01,Magnesium
165641,29,Kohsoom,9-Dec-01,Magnesium
171832,17.3,Kannika,21-Dec-01,Magnesium
172575,16.7,Kannika,21-Dec-01,Magnesium
173317,19.7,Kannika,21-Dec-01,Magnesium
174063,19.6,Sakda,21-Dec-01,Magnesium
174809,12.4,Sakda,21-Dec-01,Magnesium
175552,19.7,Sakda,21-Dec-01,Magnesium
238889,42,Busarakhan,24-Jan-02,Magnesium
238906,43,Busarakhan,25-Jan-02,Magnesium
238923,43,Busarakhan,26-Jan-02,Magnesium
241953,37.9,Kannika,27-Jan-02,Magnesium
242657,35.4,Kannika,27-Jan-02,Magnesium
243353,33,Kannika,27-Jan-02,Magnesium
244045,30.6,Sakda,27-Jan-02,Magnesium
244748,30.6,Sakda,27-Jan-02,Magnesium
245442,40.1,Sakda,27-Jan-02,Magnesium
235381,39.6,Chai,1-Feb-02,Magnesium
236333,39.6,Chai,1-Feb-02,Magnesium
237275,44.5,Chai,1-Feb-02,Magnesium
238218,44.5,Somchair,2-Feb-02,Magnesium
238939,37.2,Busarakhan,2-Feb-02,Magnesium
227401,15.5,Boonsri,15-Feb-02,Magnesium
228316,16.4,Boonsri,15-Feb-02,Magnesium
227418,12.6,Boonsri,16-Feb-02,Magnesium
228332,14.5,Boonsri,16-Feb-02,Magnesium
227435,9.7,Boonsri,17-Feb-02,Magnesium
228348,11.6,Boonsri,17-Feb-02,Magnesium
235400,35.5,Chai,18-Feb-02,Magnesium
236352,44.9,Chai,18-Feb-02,Magnesium
237294,50.8,Chai,18-Feb-02,Magnesium
244061,37.9,Sakda,24-Feb-02,Magnesium
244764,37.9,Sakda,24-Feb-02,Magnesium
245458,28.2,Sakda,24-Feb-02,Magnesium
241969,33,Kannika,25-Feb-02,Magnesium
242673,28.4,Kannika,25-Feb-02,Magnesium
243369,30.6,Kannika,25-Feb-02,Magnesium
235424,26,Chai,16-Mar-02,Magnesium
236376,25.7,Chai,16-Mar-02,Magnesium
237318,34,Chai,16-Mar-02,Magnesium
227453,17.46,Boonsri,21-Mar-02,Magnesium
228364,18.43,Boonsri,21-Mar-02,Magnesium
229219,17.46,Boonsri,21-Mar-02,Magnesium
234667,29,Kohsoom,23-Mar-02,Magnesium
241988,42.3,Kannika,26-Mar-02,Magnesium
242692,49.3,Kannika,26-Mar-02,Magnesium
243388,42.3,Kannika,26-Mar-02,Magnesium
244080,23.5,Sakda,28-Mar-02,Magnesium
244783,23.5,Sakda,28-Mar-02,Magnesium
245477,18.6,Sakda,28-Mar-02,Magnesium
238237,35.2,Somchair,29-Mar-02,Magnesium
238958,39.8,Busarakhan,29-Mar-02,Magnesium
235454,32.8,Chai,31-Mar-02,Magnesium
236405,28,Chai,31-Mar-02,Magnesium
237348,35.2,Chai,31-Mar-02,Magnesium
238267,26,Somchair,20-Apr-02,Magnesium
238988,47.1,Busarakhan,20-Apr-02,Magnesium
227482,10.6,Boonsri,25-Apr-02,Magnesium
228395,12.6,Boonsri,25-Apr-02,Magnesium
229252,10.6,Boonsri,25-Apr-02,Magnesium
235492,11.6,Chai,25-Apr-02,Magnesium
236443,16.5,Chai,25-Apr-02,Magnesium
237386,14,Chai,25-Apr-02,Magnesium
234703,27,Kohsoom,27-Apr-02,Magnesium
242016,23.5,Kannika,27-Apr-02,Magnesium
242720,25.7,Kannika,27-Apr-02,Magnesium
243416,21.1,Kannika,27-Apr-02,Magnesium
244109,23.5,Sakda,27-Apr-02,Magnesium
244812,23.3,Sakda,27-Apr-02,Magnesium
245505,16.5,Sakda,27-Apr-02,Magnesium
227512,14.5,Boonsri,9-May-02,Magnesium
228426,16.4,Boonsri,9-May-02,Magnesium
229282,15.5,Boonsri,9-May-02,Magnesium
235519,23.5,Chai,11-May-02,Magnesium
236471,23.7,Chai,11-May-02,Magnesium
237415,23.5,Chai,11-May-02,Magnesium
238296,18.7,Somchair,18-May-02,Magnesium
239016,25.7,Busarakhan,18-May-02,Magnesium
242043,23.3,Kannika,18-May-02,Magnesium
242748,23.5,Kannika,18-May-02,Magnesium
243444,20.9,Kannika,18-May-02,Magnesium
244138,18.7,Sakda,18-May-02,Magnesium
244839,21.1,Sakda,18-May-02,Magnesium
245534,18.7,Sakda,18-May-02,Magnesium
227541,15.5,Boonsri,23-May-02,Magnesium
228454,12.6,Boonsri,23-May-02,Magnesium
229311,14.5,Boonsri,23-May-02,Magnesium
234734,29,Kohsoom,25-May-02,Magnesium
235549,20.9,Chai,25-May-02,Magnesium
236501,20.9,Chai,25-May-02,Magnesium
237445,20.9,Chai,25-May-02,Magnesium
235578,20.9,Chai,12-Jun-02,Magnesium
236530,23.3,Chai,12-Jun-02,Magnesium
237474,23.3,Chai,12-Jun-02,Magnesium
227572,17,Boonsri,13-Jun-02,Magnesium
228485,12.1,Boonsri,13-Jun-02,Magnesium
229342,14.5,Boonsri,13-Jun-02,Magnesium
235607,16.5,Chai,21-Jun-02,Magnesium
236559,16.2,Chai,21-Jun-02,Magnesium
237503,16.2,Chai,21-Jun-02,Magnesium
238316,16.7,Somchair,22-Jun-02,Magnesium
239038,19.2,Busarakhan,22-Jun-02,Magnesium
242065,21.4,Kannika,22-Jun-02,Magnesium
242770,21.4,Kannika,22-Jun-02,Magnesium
243466,21.4,Kannika,22-Jun-02,Magnesium
244160,21.7,Sakda,22-Jun-02,Magnesium
244861,16.5,Sakda,22-Jun-02,Magnesium
245556,23.8,Sakda,22-Jun-02,Magnesium
227599,11.6,Boonsri,27-Jun-02,Magnesium
228514,11.6,Boonsri,27-Jun-02,Magnesium
229371,11.6,Boonsri,27-Jun-02,Magnesium
234766,24,Kohsoom,29-Jun-02,Magnesium
227620,11.6,Boonsri,12-Jul-02,Magnesium
228535,12.6,Boonsri,12-Jul-02,Magnesium
229392,11.6,Boonsri,12-Jul-02,Magnesium
235635,14.2,Chai,13-Jul-02,Magnesium
236587,14.3,Chai,13-Jul-02,Magnesium
237531,9.4,Chai,13-Jul-02,Magnesium
244189,21.4,Sakda,20-Jul-02,Magnesium
244890,16.7,Sakda,20-Jul-02,Magnesium
245585,16.7,Sakda,20-Jul-02,Magnesium
235657,16.7,Chai,24-Jul-02,Magnesium
236609,16.5,Chai,24-Jul-02,Magnesium
237553,18.9,Chai,24-Jul-02,Magnesium
227642,10.6,Boonsri,25-Jul-02,Magnesium
228557,9.7,Boonsri,25-Jul-02,Magnesium
229414,10.6,Boonsri,25-Jul-02,Magnesium
242094,21.4,Kannika,25-Jul-02,Magnesium
242799,26.2,Kannika,25-Jul-02,Magnesium
243495,26.2,Kannika,25-Jul-02,Magnesium
238345,16.5,Somchair,26-Jul-02,Magnesium
239067,26.2,Busarakhan,26-Jul-02,Magnesium
234795,24,Kohsoom,27-Jul-02,Magnesium
227660,12.6,Boonsri,8-Aug-02,Magnesium
228575,12.6,Boonsri,8-Aug-02,Magnesium
229432,12.6,Boonsri,8-Aug-02,Magnesium
235678,16.7,Chai,10-Aug-02,Magnesium
236630,13.1,Chai,10-Aug-02,Magnesium
237574,19.2,Chai,10-Aug-02,Magnesium
235706,11.9,Chai,21-Aug-02,Magnesium
236659,7,Chai,21-Aug-02,Magnesium
237603,7,Chai,21-Aug-02,Magnesium
242116,16.78,Kannika,21-Aug-02,Magnesium
242821,16.78,Kannika,21-Aug-02,Magnesium
243517,21.64,Kannika,21-Aug-02,Magnesium
227690,11.6,Boonsri,22-Aug-02,Magnesium
228605,11.6,Boonsri,22-Aug-02,Magnesium
229462,11.6,Boonsri,22-Aug-02,Magnesium
238367,40.6,Somchair,22-Aug-02,Magnesium
239089,26.2,Busarakhan,22-Aug-02,Magnesium
244208,9.72,Sakda,23-Aug-02,Magnesium
244909,9.48,Sakda,23-Aug-02,Magnesium
245604,9.72,Sakda,23-Aug-02,Magnesium
234819,22,Kohsoom,24-Aug-02,Magnesium
227709,11.6,Boonsri,12-Sep-02,Magnesium
228624,11.6,Boonsri,12-Sep-02,Magnesium
229481,11.6,Boonsri,12-Sep-02,Magnesium
238395,40.6,Somchair,12-Sep-02,Magnesium
239117,35.7,Busarakhan,12-Sep-02,Magnesium
235734,33.3,Chai,13-Sep-02,Magnesium
236687,33.3,Chai,13-Sep-02,Magnesium
237631,28.4,Chai,13-Sep-02,Magnesium
227737,12.6,Boonsri,19-Sep-02,Magnesium
228652,13.5,Boonsri,19-Sep-02,Magnesium
229509,11.6,Boonsri,19-Sep-02,Magnesium
234847,29,Kohsoom,21-Sep-02,Magnesium
242143,18.4,Kannika,21-Sep-02,Magnesium
242848,18.9,Kannika,21-Sep-02,Magnesium
243544,17.9,Kannika,21-Sep-02,Magnesium
244235,31.1,Sakda,21-Sep-02,Magnesium
244936,33.5,Sakda,21-Sep-02,Magnesium
245631,33.3,Sakda,21-Sep-02,Magnesium
235760,38.1,Chai,25-Sep-02,Magnesium
236713,40,Chai,25-Sep-02,Magnesium
237657,35.7,Chai,25-Sep-02,Magnesium
227756,13.2,Boonsri,27-Sep-02,Magnesium
228671,12.6,Boonsri,27-Sep-02,Magnesium
229528,12.6,Boonsri,27-Sep-02,Magnesium
227784,14.5,Boonsri,10-Oct-02,Magnesium
228699,12.6,Boonsri,10-Oct-02,Magnesium
229556,12.6,Boonsri,10-Oct-02,Magnesium
234877,14.4,Kohsoom,10-Oct-02,Magnesium
235789,12.6,Chai,10-Oct-02,Magnesium
236742,12.6,Chai,10-Oct-02,Magnesium
237686,12.6,Chai,10-Oct-02,Magnesium
238424,15,Somchair,12-Oct-02,Magnesium
239144,19.2,Busarakhan,12-Oct-02,Magnesium
242170,12.6,Kannika,12-Oct-02,Magnesium
242875,12,Kannika,12-Oct-02,Magnesium
243571,12.6,Kannika,12-Oct-02,Magnesium
244263,12.6,Sakda,12-Oct-02,Magnesium
244964,12.6,Sakda,12-Oct-02,Magnesium
245659,12.6,Sakda,12-Oct-02,Magnesium
227830,14.5,Boonsri,24-Oct-02,Magnesium
228733,12.6,Boonsri,24-Oct-02,Magnesium
229590,11.6,Boonsri,24-Oct-02,Magnesium
235830,14.1,Chai,24-Oct-02,Magnesium
236771,16.5,Chai,24-Oct-02,Magnesium
237715,14.3,Chai,24-Oct-02,Magnesium
234920,27,Kohsoom,26-Oct-02,Magnesium
238465,28.4,Somchair,26-Oct-02,Magnesium
239184,30.8,Busarakhan,26-Oct-02,Magnesium
242208,21.4,Kannika,26-Oct-02,Magnesium
242904,21.4,Kannika,26-Oct-02,Magnesium
243597,18.8,Kannika,26-Oct-02,Magnesium
244301,26.2,Sakda,26-Oct-02,Magnesium
244993,23.8,Sakda,26-Oct-02,Magnesium
245685,23.8,Sakda,26-Oct-02,Magnesium
235860,18.9,Chai,30-Oct-02,Magnesium
236801,18.9,Chai,30-Oct-02,Magnesium
237745,16.7,Chai,30-Oct-02,Magnesium
227851,11.6,Boonsri,7-Nov-02,Magnesium
228754,12.6,Boonsri,7-Nov-02,Magnesium
229611,16.4,Boonsri,7-Nov-02,Magnesium
235889,28.6,Chai,7-Nov-02,Magnesium
236830,26.2,Chai,7-Nov-02,Magnesium
237774,26.1,Chai,7-Nov-02,Magnesium
227881,15.5,Boonsri,21-Nov-02,Magnesium
228784,14.5,Boonsri,21-Nov-02,Magnesium
229641,13.5,Boonsri,21-Nov-02,Magnesium
242236,24.3,Kannika,21-Nov-02,Magnesium
242932,21.8,Kannika,21-Nov-02,Magnesium
243625,24.3,Kannika,21-Nov-02,Magnesium
244328,21.8,Sakda,21-Nov-02,Magnesium
245021,19.4,Sakda,21-Nov-02,Magnesium
245712,23.5,Sakda,21-Nov-02,Magnesium
234953,29,Kohsoom,23-Nov-02,Magnesium
235924,14.5,Chai,6-Dec-02,Magnesium
236866,14.5,Chai,6-Dec-02,Magnesium
237809,17,Chai,6-Dec-02,Magnesium
227903,9.7,Boonsri,12-Dec-02,Magnesium
228806,9.7,Boonsri,12-Dec-02,Magnesium
229663,11.6,Boonsri,12-Dec-02,Magnesium
235942,21.8,Chai,13-Dec-02,Magnesium
236884,24.3,Chai,13-Dec-02,Magnesium
237827,29.1,Chai,13-Dec-02,Magnesium
244356,21.8,Sakda,14-Dec-02,Magnesium
245050,21.8,Sakda,14-Dec-02,Magnesium
245740,21.8,Sakda,14-Dec-02,Magnesium
238496,26.7,Somchair,15-Dec-02,Magnesium
239214,26.7,Busarakhan,15-Dec-02,Magnesium
242265,26.7,Kannika,18-Dec-02,Magnesium
242961,24.3,Kannika,18-Dec-02,Magnesium
243653,21.8,Kannika,18-Dec-02,Magnesium
227931,14.5,Boonsri,19-Dec-02,Magnesium
228834,12.6,Boonsri,19-Dec-02,Magnesium
229693,13.5,Boonsri,19-Dec-02,Magnesium
234985,27,Kohsoom,22-Dec-02,Magnesium
298320,17,Chai,17-Jan-03,Magnesium
299007,14.5,Chai,17-Jan-03,Magnesium
299675,19.4,Chai,17-Jan-03,Magnesium
292819,11.6,Boonsri,23-Jan-03,Magnesium
293439,12.6,Boonsri,23-Jan-03,Magnesium
294057,12.6,Boonsri,23-Jan-03,Magnesium
300353,43.7,Somchair,24-Jan-03,Magnesium
300725,51,Busarakhan,24-Jan-03,Magnesium
303123,17,Kannika,24-Jan-03,Magnesium
303487,17,Kannika,24-Jan-03,Magnesium
303833,17,Kannika,24-Jan-03,Magnesium
304192,12.1,Sakda,24-Jan-03,Magnesium
304531,14.5,Sakda,24-Jan-03,Magnesium
304877,17,Sakda,24-Jan-03,Magnesium
297888,24,Kohsoom,26-Jan-03,Magnesium
298349,38.9,Chai,29-Jan-03,Magnesium
299035,31.6,Chai,29-Jan-03,Magnesium
299703,31.6,Chai,29-Jan-03,Magnesium
298382,19.4,Chai,3-Feb-03,Magnesium
299068,19.4,Chai,3-Feb-03,Magnesium
299736,21.8,Chai,3-Feb-03,Magnesium
292851,13.5,Boonsri,13-Feb-03,Magnesium
293471,11.6,Boonsri,13-Feb-03,Magnesium
294089,12.6,Boonsri,13-Feb-03,Magnesium
303156,19.4,Kannika,21-Feb-03,Magnesium
303518,17,Kannika,21-Feb-03,Magnesium
303865,12.1,Kannika,21-Feb-03,Magnesium
304224,14.5,Sakda,21-Feb-03,Magnesium
304563,14.5,Sakda,21-Feb-03,Magnesium
304908,14.5,Sakda,21-Feb-03,Magnesium
297924,25,Kohsoom,28-Feb-03,Magnesium
298414,24.3,Chai,28-Feb-03,Magnesium
299100,24.3,Chai,28-Feb-03,Magnesium
299768,21.8,Chai,28-Feb-03,Magnesium
300384,29.1,Somchair,28-Feb-03,Magnesium
300758,24.3,Busarakhan,28-Feb-03,Magnesium
292884,10.6,Boonsri,6-Mar-03,Magnesium
293503,11.6,Boonsri,6-Mar-03,Magnesium
294121,18.4,Boonsri,6-Mar-03,Magnesium
298448,15.8,Chai,19-Mar-03,Magnesium
299134,18.2,Chai,19-Mar-03,Magnesium
299802,29.4,Chai,19-Mar-03,Magnesium
292904,14.5,Boonsri,20-Mar-03,Magnesium
293523,14.5,Boonsri,20-Mar-03,Magnesium
294141,14.5,Boonsri,20-Mar-03,Magnesium
304258,27.2,Sakda,20-Mar-03,Magnesium
304597,21.6,Sakda,20-Mar-03,Magnesium
304942,36.2,Sakda,20-Mar-03,Magnesium
303191,13.6,Kannika,21-Mar-03,Magnesium
303552,27.2,Kannika,21-Mar-03,Magnesium
303899,22.8,Kannika,21-Mar-03,Magnesium
297960,26,Kohsoom,23-Mar-03,Magnesium
298482,11.1,Chai,29-Mar-03,Magnesium
299164,11.4,Chai,29-Mar-03,Magnesium
299831,11.1,Chai,29-Mar-03,Magnesium
300418,13.6,Somchair,30-Mar-03,Magnesium
300792,31.8,Busarakhan,30-Mar-03,Magnesium
292934,13.58,Boonsri,10-Apr-03,Magnesium
293552,10.67,Boonsri,10-Apr-03,Magnesium
294170,11.64,Boonsri,10-Apr-03,Magnesium
298512,30.1,Chai,20-Apr-03,Magnesium
299194,22.8,Chai,20-Apr-03,Magnesium
299860,25.5,Chai,20-Apr-03,Magnesium
292961,11.6,Boonsri,24-Apr-03,Magnesium
293579,11.6,Boonsri,24-Apr-03,Magnesium
294197,11.6,Boonsri,24-Apr-03,Magnesium
303223,18.4,Kannika,25-Apr-03,Magnesium
303583,11.6,Kannika,25-Apr-03,Magnesium
303931,18.4,Kannika,25-Apr-03,Magnesium
297994,24,Kohsoom,26-Apr-03,Magnesium
300450,18.4,Somchair,26-Apr-03,Magnesium
300824,18.4,Busarakhan,26-Apr-03,Magnesium
304290,20.9,Sakda,26-Apr-03,Magnesium
304629,16.2,Sakda,26-Apr-03,Magnesium
304974,23.1,Sakda,26-Apr-03,Magnesium
298544,20.91,Chai,27-Apr-03,Magnesium
299226,9.24,Chai,27-Apr-03,Magnesium
299892,20.91,Chai,27-Apr-03,Magnesium
292998,11.64,Boonsri,8-May-03,Magnesium
293616,12.61,Boonsri,8-May-03,Magnesium
294234,10.67,Boonsri,8-May-03,Magnesium
298575,15.56,Chai,18-May-03,Magnesium
299257,13.37,Chai,18-May-03,Magnesium
299923,17.99,Chai,18-May-03,Magnesium
303253,8.9,Kannika,21-May-03,Magnesium
303613,17.9,Kannika,21-May-03,Magnesium
303961,22.3,Kannika,21-May-03,Magnesium
293021,10.6,Boonsri,22-May-03,Magnesium
293639,11.6,Boonsri,22-May-03,Magnesium
294257,12.6,Boonsri,22-May-03,Magnesium
300480,15.8,Somchair,22-May-03,Magnesium
300854,24.8,Busarakhan,22-May-03,Magnesium
304320,20.1,Sakda,22-May-03,Magnesium
304659,26.9,Sakda,22-May-03,Magnesium
305004,20.1,Sakda,22-May-03,Magnesium
298036,27,Kohsoom,24-May-03,Magnesium
298606,8.9,Chai,25-May-03,Magnesium
299288,11.1,Chai,25-May-03,Magnesium
299954,13.6,Chai,25-May-03,Magnesium
293040,9.7,Boonsri,6-Jun-03,Magnesium
293658,11.64,Boonsri,6-Jun-03,Magnesium
294276,11.64,Boonsri,6-Jun-03,Magnesium
298633,17.99,Chai,13-Jun-03,Magnesium
299315,15.8,Chai,13-Jun-03,Magnesium
299981,17.99,Chai,13-Jun-03,Magnesium
293079,7.7,Boonsri,19-Jun-03,Magnesium
293697,7.7,Boonsri,19-Jun-03,Magnesium
294315,7.7,Boonsri,19-Jun-03,Magnesium
298076,24,Kohsoom,21-Jun-03,Magnesium
298670,18.7,Chai,21-Jun-03,Magnesium
299352,16.5,Chai,21-Jun-03,Magnesium
300018,16.5,Chai,21-Jun-03,Magnesium
303280,14.1,Kannika,26-Jun-03,Magnesium
303640,11.9,Kannika,26-Jun-03,Magnesium
303988,9.4,Kannika,26-Jun-03,Magnesium
304347,14.1,Sakda,26-Jun-03,Magnesium
304686,15,Sakda,26-Jun-03,Magnesium
305031,14.3,Sakda,26-Jun-03,Magnesium
300507,28.2,Somchair,28-Jun-03,Magnesium
300881,44.7,Busarakhan,28-Jun-03,Magnesium
298707,18.96,Chai,6-Jul-03,Magnesium
299389,18.72,Chai,6-Jul-03,Magnesium
300055,18.96,Chai,6-Jul-03,Magnesium
293118,7.76,Boonsri,10-Jul-03,Magnesium
293736,10.67,Boonsri,10-Jul-03,Magnesium
294354,8.73,Boonsri,10-Jul-03,Magnesium
298731,21.1,Chai,10-Jul-03,Magnesium
299413,21.1,Chai,10-Jul-03,Magnesium
300079,21.1,Chai,10-Jul-03,Magnesium
300542,14.1,Somchair,12-Jul-03,Magnesium
300916,26,Busarakhan,12-Jul-03,Magnesium
303315,14.1,Kannika,24-Jul-03,Magnesium
303675,14.1,Kannika,24-Jul-03,Magnesium
304023,16.5,Kannika,24-Jul-03,Magnesium
304382,14.1,Sakda,24-Jul-03,Magnesium
304721,14.1,Sakda,24-Jul-03,Magnesium
305066,14.1,Sakda,24-Jul-03,Magnesium
293159,14.5,Boonsri,25-Jul-03,Magnesium
293777,5.8,Boonsri,25-Jul-03,Magnesium
294395,9.7,Boonsri,25-Jul-03,Magnesium
298115,22,Kohsoom,26-Jul-03,Magnesium
293195,10.6,Boonsri,7-Aug-03,Magnesium
293813,9.7,Boonsri,7-Aug-03,Magnesium
294431,9.7,Boonsri,7-Aug-03,Magnesium
298153,28.8,Kohsoom,9-Aug-03,Magnesium
298779,18.72,Chai,16-Aug-03,Magnesium
299439,18.72,Chai,16-Aug-03,Magnesium
300127,18.72,Chai,16-Aug-03,Magnesium
300591,9.4,Somchair,20-Aug-03,Magnesium
300965,7.05,Busarakhan,20-Aug-03,Magnesium
303364,14.1,Kannika,27-Aug-03,Magnesium
303702,14.1,Kannika,27-Aug-03,Magnesium
304070,14.1,Kannika,27-Aug-03,Magnesium
304408,11.6,Sakda,28-Aug-03,Magnesium
304747,11.6,Sakda,28-Aug-03,Magnesium
305114,11.6,Sakda,28-Aug-03,Magnesium
293225,22,Boonsri,5-Sep-03,Magnesium
293843,21.9,Boonsri,5-Sep-03,Magnesium
294461,19.5,Boonsri,5-Sep-03,Magnesium
298205,22.8,Kohsoom,13-Sep-03,Magnesium
298829,16.7,Chai,13-Sep-03,Magnesium
299489,16.5,Chai,13-Sep-03,Magnesium
300177,16.5,Chai,13-Sep-03,Magnesium
300617,11.9,Somchair,15-Sep-03,Magnesium
300991,21.4,Busarakhan,16-Sep-03,Magnesium
303390,15.3,Kannika,17-Sep-03,Magnesium
303728,15.3,Kannika,17-Sep-03,Magnesium
304096,16.7,Kannika,17-Sep-03,Magnesium
304434,16.7,Sakda,18-Sep-03,Magnesium
304773,16.7,Sakda,18-Sep-03,Magnesium
305140,16.7,Sakda,18-Sep-03,Magnesium
298849,17,Chai,8-Oct-03,Magnesium
299519,26.9,Chai,8-Oct-03,Magnesium
300197,27.2,Chai,8-Oct-03,Magnesium
293246,11.64,Boonsri,9-Oct-03,Magnesium
293864,14.55,Boonsri,9-Oct-03,Magnesium
294482,12.61,Boonsri,9-Oct-03,Magnesium
300647,26.9,Somchair,9-Oct-03,Magnesium
301020,36.9,Busarakhan,9-Oct-03,Magnesium
298881,22.3,Chai,12-Oct-03,Magnesium
299550,22.1,Chai,12-Oct-03,Magnesium
300228,19.6,Chai,12-Oct-03,Magnesium
293281,13.58,Boonsri,23-Oct-03,Magnesium
293899,15.52,Boonsri,23-Oct-03,Magnesium
294517,14.55,Boonsri,23-Oct-03,Magnesium
304455,17.2,Sakda,23-Oct-03,Magnesium
304802,17.2,Sakda,23-Oct-03,Magnesium
305161,22.1,Sakda,23-Oct-03,Magnesium
298234,24,Kohsoom,25-Oct-03,Magnesium
303411,19.6,Kannika,25-Oct-03,Magnesium
303758,14.8,Kannika,25-Oct-03,Magnesium
304117,36.9,Kannika,25-Oct-03,Magnesium
293312,14.55,Boonsri,13-Nov-03,Magnesium
293930,15.52,Boonsri,13-Nov-03,Magnesium
294548,13.58,Boonsri,13-Nov-03,Magnesium
298908,19.6,Chai,19-Nov-03,Magnesium
299577,12.4,Chai,19-Nov-03,Magnesium
300255,17.26,Chai,19-Nov-03,Magnesium
303441,19.6,Kannika,20-Nov-03,Magnesium
303788,19.6,Kannika,20-Nov-03,Magnesium
304147,19.6,Kannika,20-Nov-03,Magnesium
304485,19.6,Sakda,20-Nov-03,Magnesium
304832,17.2,Sakda,20-Nov-03,Magnesium
305191,17.2,Sakda,20-Nov-03,Magnesium
300677,19.6,Somchair,22-Nov-03,Magnesium
301050,24.5,Busarakhan,22-Nov-03,Magnesium
293348,10.6,Boonsri,27-Nov-03,Magnesium
293966,11.6,Boonsri,27-Nov-03,Magnesium
294584,9.7,Boonsri,27-Nov-03,Magnesium
298259,27,Kohsoom,29-Nov-03,Magnesium
293379,12.61,Boonsri,4-Dec-03,Magnesium
293997,12.61,Boonsri,4-Dec-03,Magnesium
294615,11.64,Boonsri,4-Dec-03,Magnesium
