id,Ammonium value,location,sample date,measure
503818,0.139,Boonsri,9-Jul-04,Ammonium
518777,0.074,Kannika,10-Jul-04,Ammonium
519466,1.02,Kannika,10-Jul-04,Ammonium
520170,0.675,Kannika,10-Jul-04,Ammonium
520877,0.093,Sakda,10-Jul-04,Ammonium
521628,0.071,Sakda,10-Jul-04,Ammonium
522378,0.196,Sakda,10-Jul-04,Ammonium
511607,0.161,Chai,12-Jul-04,Ammonium
512673,0.071,Chai,12-Jul-04,Ammonium
513750,0.12,Chai,12-Jul-04,Ammonium
511635,0.67,Chai,18-Jul-04,Ammonium
512709,0.186,Chai,18-Jul-04,Ammonium
513779,0.089,Chai,18-Jul-04,Ammonium
501514,0.108,Boonsri,23-Jul-04,Ammonium
502707,0.108,Boonsri,23-Jul-04,Ammonium
503855,0.108,Boonsri,23-Jul-04,Ammonium
510643,1.73,Kohsoom,25-Jul-04,Ammonium
501549,0.303,Boonsri,13-Aug-04,Ammonium
502750,0.365,Boonsri,13-Aug-04,Ammonium
503890,0.303,Boonsri,13-Aug-04,Ammonium
511659,0.175,Chai,13-Aug-04,Ammonium
512740,0.11,Chai,13-Aug-04,Ammonium
513802,0.252,Chai,13-Aug-04,Ammonium
514629,0.19,Somchair,14-Aug-04,Ammonium
515406,0.274,Busarakhan,14-Aug-04,Ammonium
518807,0.066,Kannika,19-Aug-04,Ammonium
519503,0.161,Kannika,19-Aug-04,Ammonium
520199,0.054,Kannika,19-Aug-04,Ammonium
520907,0.045,Sakda,19-Aug-04,Ammonium
521665,0.08,Sakda,19-Aug-04,Ammonium
522408,0.078,Sakda,19-Aug-04,Ammonium
511687,0.516,Chai,23-Aug-04,Ammonium
512775,0.493,Chai,23-Aug-04,Ammonium
513829,0.174,Chai,23-Aug-04,Ammonium
501583,0.22,Boonsri,27-Aug-04,Ammonium
502792,0.16,Boonsri,27-Aug-04,Ammonium
503924,0.15,Boonsri,27-Aug-04,Ammonium
510686,1.45,Kohsoom,29-Aug-04,Ammonium
518835,0.066,Kannika,3-Sep-04,Ammonium
519537,0.052,Kannika,3-Sep-04,Ammonium
520226,0.058,Kannika,3-Sep-04,Ammonium
520937,0.382,Sakda,3-Sep-04,Ammonium
521701,0.051,Sakda,3-Sep-04,Ammonium
522436,0.059,Sakda,3-Sep-04,Ammonium
514667,0.225,Somchair,4-Sep-04,Ammonium
515444,0.217,Busarakhan,4-Sep-04,Ammonium
511711,0.172,Chai,9-Sep-04,Ammonium
512807,0.074,Chai,9-Sep-04,Ammonium
513853,0.085,Chai,9-Sep-04,Ammonium
501618,0.139,Boonsri,10-Sep-04,Ammonium
502835,0.124,Boonsri,10-Sep-04,Ammonium
503959,0.124,Boonsri,10-Sep-04,Ammonium
511739,0.037,Chai,17-Sep-04,Ammonium
512842,0.145,Chai,17-Sep-04,Ammonium
513880,0.035,Chai,17-Sep-04,Ammonium
501653,0.093,Boonsri,24-Sep-04,Ammonium
502878,0.077,Boonsri,24-Sep-04,Ammonium
503994,0.233,Boonsri,24-Sep-04,Ammonium
510729,1.68,Kohsoom,27-Sep-04,Ammonium
501696,0.23,Boonsri,8-Oct-04,Ammonium
502914,0.178,Boonsri,8-Oct-04,Ammonium
504030,0.155,Boonsri,8-Oct-04,Ammonium
518864,0,Kannika,9-Oct-04,Ammonium
519573,0.06,Kannika,9-Oct-04,Ammonium
520254,0,Kannika,9-Oct-04,Ammonium
520966,0,Sakda,9-Oct-04,Ammonium
521737,0,Sakda,9-Oct-04,Ammonium
522464,0,Sakda,9-Oct-04,Ammonium
511763,0,Chai,11-Oct-04,Ammonium
512875,0,Chai,11-Oct-04,Ammonium
513904,0,Chai,11-Oct-04,Ammonium
514705,0.34,Somchair,21-Oct-04,Ammonium
515481,0.54,Busarakhan,21-Oct-04,Ammonium
501730,0.33,Boonsri,22-Oct-04,Ammonium
502956,0.24,Boonsri,22-Oct-04,Ammonium
504064,0.29,Boonsri,22-Oct-04,Ammonium
510773,1.77,Kohsoom,24-Oct-04,Ammonium
501766,0.862,Boonsri,5-Nov-04,Ammonium
503000,0.831,Boonsri,5-Nov-04,Ammonium
504100,0.916,Boonsri,5-Nov-04,Ammonium
511802,0.863,Chai,21-Nov-04,Ammonium
512926,0.726,Chai,21-Nov-04,Ammonium
513942,0.783,Chai,21-Nov-04,Ammonium
501809,0.528,Boonsri,26-Nov-04,Ammonium
503035,0.279,Boonsri,26-Nov-04,Ammonium
504135,0.435,Boonsri,26-Nov-04,Ammonium
510817,2.1,Kohsoom,28-Nov-04,Ammonium
501845,0.45,Boonsri,3-Dec-04,Ammonium
503079,0.46,Boonsri,3-Dec-04,Ammonium
504171,0.64,Boonsri,3-Dec-04,Ammonium
514750,0.241,Somchair,3-Dec-04,Ammonium
515526,0.26,Busarakhan,3-Dec-04,Ammonium
511849,0.327,Chai,5-Dec-04,Ammonium
512986,0.262,Chai,5-Dec-04,Ammonium
513988,0.215,Chai,5-Dec-04,Ammonium
518904,0.11,Kannika,11-Dec-04,Ammonium
519625,0.129,Kannika,11-Dec-04,Ammonium
520294,0.204,Kannika,11-Dec-04,Ammonium
521007,0.087,Sakda,11-Dec-04,Ammonium
521789,0.072,Sakda,11-Dec-04,Ammonium
522504,0.063,Sakda,11-Dec-04,Ammonium
501875,0.209,Boonsri,17-Dec-04,Ammonium
510862,1.51,Kohsoom,19-Dec-04,Ammonium
589624,0.64,Boonsri,14-Jan-05,Ammonium
591219,0.57,Boonsri,14-Jan-05,Ammonium
592974,0.505,Boonsri,14-Jan-05,Ammonium
613517,1.15,Kannika,16-Jan-05,Ammonium
614452,0.948,Kannika,16-Jan-05,Ammonium
615469,0.198,Kannika,16-Jan-05,Ammonium
616398,0.865,Sakda,16-Jan-05,Ammonium
617335,0.799,Sakda,16-Jan-05,Ammonium
618357,1.04,Sakda,16-Jan-05,Ammonium
607557,0.78,Somchair,22-Jan-05,Ammonium
608505,0.744,Busarakhan,22-Jan-05,Ammonium
603316,0.564,Chai,27-Jan-05,Ammonium
604675,0.644,Chai,27-Jan-05,Ammonium
606206,0.365,Chai,27-Jan-05,Ammonium
589676,0.31,Boonsri,28-Jan-05,Ammonium
591278,0.24,Boonsri,28-Jan-05,Ammonium
593025,0.33,Boonsri,28-Jan-05,Ammonium
602357,1.26,Kohsoom,30-Jan-05,Ammonium
603357,0.172,Chai,31-Jan-05,Ammonium
604722,0.283,Chai,31-Jan-05,Ammonium
606246,0.123,Chai,31-Jan-05,Ammonium
589728,0.435,Boonsri,11-Feb-05,Ammonium
591338,0.334,Boonsri,11-Feb-05,Ammonium
593077,0.256,Boonsri,11-Feb-05,Ammonium
613563,0.11,Kannika,11-Feb-05,Ammonium
614505,0.021,Kannika,11-Feb-05,Ammonium
615516,0.035,Kannika,11-Feb-05,Ammonium
616445,0.029,Sakda,11-Feb-05,Ammonium
617389,0,Sakda,11-Feb-05,Ammonium
618403,0.058,Sakda,11-Feb-05,Ammonium
607604,1.27,Somchair,20-Feb-05,Ammonium
608551,0.568,Busarakhan,20-Feb-05,Ammonium
603384,0.038,Chai,21-Feb-05,Ammonium
604758,0.029,Chai,21-Feb-05,Ammonium
606274,0.225,Chai,21-Feb-05,Ammonium
589770,0.505,Boonsri,24-Feb-05,Ammonium
591387,0.65,Boonsri,24-Feb-05,Ammonium
593118,0.559,Boonsri,24-Feb-05,Ammonium
602407,5.4,Kohsoom,27-Feb-05,Ammonium
603407,0.398,Chai,28-Feb-05,Ammonium
604780,0.195,Chai,28-Feb-05,Ammonium
606296,0.116,Chai,28-Feb-05,Ammonium
589821,0.248,Boonsri,11-Mar-05,Ammonium
591446,0.256,Boonsri,11-Mar-05,Ammonium
593169,0.256,Boonsri,11-Mar-05,Ammonium
613604,0.215,Kannika,11-Mar-05,Ammonium
614553,0.922,Kannika,11-Mar-05,Ammonium
615555,0.326,Kannika,11-Mar-05,Ammonium
616487,0.125,Sakda,11-Mar-05,Ammonium
617436,0.155,Sakda,11-Mar-05,Ammonium
618442,0.085,Sakda,11-Mar-05,Ammonium
603447,0.43,Chai,17-Mar-05,Ammonium
604827,0.43,Chai,17-Mar-05,Ammonium
606336,0.39,Chai,17-Mar-05,Ammonium
607651,0.684,Somchair,24-Mar-05,Ammonium
608599,0.293,Busarakhan,24-Mar-05,Ammonium
589873,0.505,Boonsri,25-Mar-05,Ammonium
591505,0.217,Boonsri,25-Mar-05,Ammonium
593221,0.202,Boonsri,25-Mar-05,Ammonium
602461,5.56,Kohsoom,27-Mar-05,Ammonium
603489,0.547,Chai,31-Mar-05,Ammonium
604875,0.048,Chai,31-Mar-05,Ammonium
606377,0.256,Chai,31-Mar-05,Ammonium
589928,0.419,Boonsri,8-Apr-05,Ammonium
591568,0.349,Boonsri,8-Apr-05,Ammonium
593276,0.442,Boonsri,8-Apr-05,Ammonium
613649,0.204,Kannika,8-Apr-05,Ammonium
614606,0.189,Kannika,8-Apr-05,Ammonium
615599,0.142,Kannika,8-Apr-05,Ammonium
616531,0.936,Sakda,8-Apr-05,Ammonium
617486,0.549,Sakda,8-Apr-05,Ammonium
618484,1.23,Sakda,8-Apr-05,Ammonium
603531,0.07,Chai,11-Apr-05,Ammonium
604923,0,Chai,11-Apr-05,Ammonium
606419,0.026,Chai,11-Apr-05,Ammonium
603575,0.833,Chai,21-Apr-05,Ammonium
604974,0.563,Chai,21-Apr-05,Ammonium
606463,0.429,Chai,21-Apr-05,Ammonium
589980,0.116,Boonsri,22-Apr-05,Ammonium
591627,0.163,Boonsri,22-Apr-05,Ammonium
593326,0.139,Boonsri,22-Apr-05,Ammonium
607698,0.263,Somchair,24-Apr-05,Ammonium
608646,0.099,Busarakhan,24-Apr-05,Ammonium
602515,3.07,Kohsoom,25-Apr-05,Ammonium
590034,0.2,Boonsri,13-May-05,Ammonium
591690,0.32,Boonsri,13-May-05,Ammonium
593380,0.41,Boonsri,13-May-05,Ammonium
613698,0.321,Kannika,13-May-05,Ammonium
614661,0.205,Kannika,13-May-05,Ammonium
615647,0.25,Kannika,13-May-05,Ammonium
616579,0.357,Sakda,13-May-05,Ammonium
617539,0.514,Sakda,13-May-05,Ammonium
618531,0.475,Sakda,13-May-05,Ammonium
603618,0.432,Chai,16-May-05,Ammonium
605024,0.549,Chai,16-May-05,Ammonium
606505,0.263,Chai,16-May-05,Ammonium
603663,0.088,Chai,23-May-05,Ammonium
605077,0.221,Chai,23-May-05,Ammonium
606550,0.418,Chai,23-May-05,Ammonium
590108,0.17,Boonsri,28-May-05,Ammonium
591764,0.3,Boonsri,28-May-05,Ammonium
593455,0.35,Boonsri,28-May-05,Ammonium
602588,4.89,Kohsoom,29-May-05,Ammonium
607747,0.108,Somchair,29-May-05,Ammonium
608694,0.035,Busarakhan,29-May-05,Ammonium
590145,0.186,Boonsri,10-Jun-05,Ammonium
591801,0.163,Boonsri,10-Jun-05,Ammonium
593492,0.147,Boonsri,10-Jun-05,Ammonium
613748,0.3,Kannika,10-Jun-05,Ammonium
614719,0.24,Kannika,10-Jun-05,Ammonium
615697,0.24,Kannika,10-Jun-05,Ammonium
616631,0.19,Sakda,10-Jun-05,Ammonium
617597,0.18,Sakda,10-Jun-05,Ammonium
618581,0.28,Sakda,10-Jun-05,Ammonium
603705,0.113,Chai,13-Jun-05,Ammonium
605121,0.085,Chai,13-Jun-05,Ammonium
606592,0.139,Chai,13-Jun-05,Ammonium
607797,0.53,Somchair,17-Jun-05,Ammonium
608745,1.03,Busarakhan,17-Jun-05,Ammonium
603752,0.78,Chai,20-Jun-05,Ammonium
605175,0.81,Chai,20-Jun-05,Ammonium
606639,0.36,Chai,20-Jun-05,Ammonium
590197,0.044,Boonsri,24-Jun-05,Ammonium
591860,0.147,Boonsri,24-Jun-05,Ammonium
593544,0.17,Boonsri,24-Jun-05,Ammonium
602624,3.79,Kohsoom,26-Jun-05,Ammonium
590251,0.19,Boonsri,8-Jul-05,Ammonium
591918,0.27,Boonsri,8-Jul-05,Ammonium
593598,0.29,Boonsri,8-Jul-05,Ammonium
613799,0.35,Kannika,8-Jul-05,Ammonium
614775,0.277,Kannika,8-Jul-05,Ammonium
615747,0.263,Kannika,8-Jul-05,Ammonium
616683,0.376,Sakda,8-Jul-05,Ammonium
617656,0.398,Sakda,8-Jul-05,Ammonium
618632,0.233,Sakda,8-Jul-05,Ammonium
590307,0.12,Boonsri,22-Jul-05,Ammonium
591982,0.18,Boonsri,22-Jul-05,Ammonium
593654,0.21,Boonsri,22-Jul-05,Ammonium
603795,0.094,Chai,23-Jul-05,Ammonium
605225,0.028,Chai,23-Jul-05,Ammonium
606682,0,Chai,23-Jul-05,Ammonium
602663,4.1,Kohsoom,24-Jul-05,Ammonium
607847,0.559,Somchair,24-Jul-05,Ammonium
608796,0.535,Busarakhan,24-Jul-05,Ammonium
603843,0.36,Chai,31-Jul-05,Ammonium
605282,0.21,Chai,31-Jul-05,Ammonium
606730,0.672,Chai,31-Jul-05,Ammonium
590361,0.209,Boonsri,12-Aug-05,Ammonium
592043,0.303,Boonsri,12-Aug-05,Ammonium
593708,0.24,Boonsri,12-Aug-05,Ammonium
613852,0.033,Kannika,12-Aug-05,Ammonium
614837,0,Kannika,12-Aug-05,Ammonium
615800,0,Kannika,12-Aug-05,Ammonium
616737,0.399,Sakda,12-Aug-05,Ammonium
617718,0.09,Sakda,12-Aug-05,Ammonium
618685,0.054,Sakda,12-Aug-05,Ammonium
607899,0.538,Somchair,14-Aug-05,Ammonium
608848,0.539,Busarakhan,14-Aug-05,Ammonium
603888,0.481,Chai,18-Aug-05,Ammonium
605335,0.556,Chai,18-Aug-05,Ammonium
606775,0.45,Chai,18-Aug-05,Ammonium
603940,0.313,Chai,25-Aug-05,Ammonium
605394,0.383,Chai,25-Aug-05,Ammonium
606826,0.625,Chai,25-Aug-05,Ammonium
590416,0.24,Boonsri,26-Aug-05,Ammonium
592106,0.264,Boonsri,26-Aug-05,Ammonium
593763,0.24,Boonsri,26-Aug-05,Ammonium
602739,3.01,Kohsoom,28-Aug-05,Ammonium
590473,0.248,Boonsri,9-Sep-05,Ammonium
592171,0.24,Boonsri,9-Sep-05,Ammonium
593820,0.178,Boonsri,9-Sep-05,Ammonium
613909,0.208,Kannika,9-Sep-05,Ammonium
614901,0.247,Kannika,9-Sep-05,Ammonium
615856,0.232,Kannika,9-Sep-05,Ammonium
616794,0.379,Sakda,9-Sep-05,Ammonium
617782,0.283,Sakda,9-Sep-05,Ammonium
618741,0.307,Sakda,9-Sep-05,Ammonium
603984,0.141,Chai,22-Sep-05,Ammonium
605446,0.089,Chai,22-Sep-05,Ammonium
606869,0.079,Chai,22-Sep-05,Ammonium
590526,0.13,Boonsri,23-Sep-05,Ammonium
592227,0.085,Boonsri,23-Sep-05,Ammonium
593873,0.051,Boonsri,23-Sep-05,Ammonium
607952,0.282,Somchair,24-Sep-05,Ammonium
608901,0.113,Busarakhan,24-Sep-05,Ammonium
602773,2.62,Kohsoom,25-Sep-05,Ammonium
604030,0.242,Chai,29-Sep-05,Ammonium
605500,0.217,Chai,29-Sep-05,Ammonium
606915,0.215,Chai,29-Sep-05,Ammonium
590581,0.155,Boonsri,2-Oct-05,Ammonium
592285,0.147,Boonsri,2-Oct-05,Ammonium
593928,0.124,Boonsri,2-Oct-05,Ammonium
604077,0.355,Chai,10-Oct-05,Ammonium
605554,0.251,Chai,10-Oct-05,Ammonium
606961,0.128,Chai,10-Oct-05,Ammonium
613959,0.119,Kannika,14-Oct-05,Ammonium
614958,0.123,Kannika,14-Oct-05,Ammonium
615905,0.085,Kannika,14-Oct-05,Ammonium
616843,0.361,Sakda,14-Oct-05,Ammonium
617839,0.474,Sakda,14-Oct-05,Ammonium
618790,0.369,Sakda,14-Oct-05,Ammonium
604120,0.111,Chai,20-Oct-05,Ammonium
605609,0.063,Chai,20-Oct-05,Ammonium
607007,0.029,Chai,20-Oct-05,Ammonium
590623,0.279,Boonsri,21-Oct-05,Ammonium
592339,0.046,Boonsri,21-Oct-05,Ammonium
593969,0.048,Boonsri,21-Oct-05,Ammonium
602822,1.91,Kohsoom,23-Oct-05,Ammonium
608002,0.476,Somchair,23-Oct-05,Ammonium
608951,0.278,Busarakhan,23-Oct-05,Ammonium
590668,0.101,Boonsri,6-Nov-05,Ammonium
592390,0.085,Boonsri,6-Nov-05,Ammonium
594013,0.101,Boonsri,6-Nov-05,Ammonium
614005,0.231,Kannika,11-Nov-05,Ammonium
615010,0.278,Kannika,11-Nov-05,Ammonium
615952,0.119,Kannika,11-Nov-05,Ammonium
616889,0.159,Sakda,11-Nov-05,Ammonium
617893,0.224,Sakda,11-Nov-05,Ammonium
618835,0.332,Sakda,11-Nov-05,Ammonium
604159,0.105,Chai,19-Nov-05,Ammonium
605653,0.107,Chai,19-Nov-05,Ammonium
607041,0.056,Chai,19-Nov-05,Ammonium
608053,0.163,Somchair,24-Nov-05,Ammonium
608999,0.276,Busarakhan,24-Nov-05,Ammonium
590715,0.085,Boonsri,25-Nov-05,Ammonium
592448,0.178,Boonsri,25-Nov-05,Ammonium
594059,0.17,Boonsri,25-Nov-05,Ammonium
604204,0.135,Chai,26-Nov-05,Ammonium
605705,0.282,Chai,26-Nov-05,Ammonium
607083,0,Chai,26-Nov-05,Ammonium
602859,2.41,Kohsoom,27-Nov-05,Ammonium
590759,0.249,Boonsri,2-Dec-05,Ammonium
592499,0.078,Boonsri,2-Dec-05,Ammonium
594106,0.17,Boonsri,2-Dec-05,Ammonium
604241,0.112,Chai,5-Dec-05,Ammonium
605750,0.081,Chai,5-Dec-05,Ammonium
607119,0.107,Chai,5-Dec-05,Ammonium
614050,0.05,Kannika,9-Dec-05,Ammonium
615061,0.03,Kannika,9-Dec-05,Ammonium
615996,0.12,Kannika,9-Dec-05,Ammonium
616933,0.13,Sakda,9-Dec-05,Ammonium
617943,0.2,Sakda,9-Dec-05,Ammonium
618878,0.136,Sakda,9-Dec-05,Ammonium
590807,0.05,Boonsri,16-Dec-05,Ammonium
592555,0.041,Boonsri,16-Dec-05,Ammonium
594153,0.047,Boonsri,16-Dec-05,Ammonium
604277,0.351,Chai,16-Dec-05,Ammonium
605795,0.101,Chai,16-Dec-05,Ammonium
607154,0.093,Chai,16-Dec-05,Ammonium
602904,4.16,Kohsoom,18-Dec-05,Ammonium
608099,0.348,Somchair,22-Dec-05,Ammonium
609046,0.389,Busarakhan,22-Dec-05,Ammonium
683169,0.14,Boonsri,13-Jan-06,Ammonium
684761,0.25,Boonsri,13-Jan-06,Ammonium
686449,0.19,Boonsri,13-Jan-06,Ammonium
707014,0.08,Kannika,13-Jan-06,Ammonium
707958,0.0217,Kannika,13-Jan-06,Ammonium
708987,0.077,Kannika,13-Jan-06,Ammonium
709948,0.02,Sakda,13-Jan-06,Ammonium
710893,0.241,Sakda,13-Jan-06,Ammonium
711898,0.245,Sakda,13-Jan-06,Ammonium
696821,0.192,Chai,19-Jan-06,Ammonium
698188,0.151,Chai,19-Jan-06,Ammonium
699694,0.247,Chai,19-Jan-06,Ammonium
683213,0.41,Boonsri,27-Jan-06,Ammonium
684812,0.52,Boonsri,27-Jan-06,Ammonium
686493,0.68,Boonsri,27-Jan-06,Ammonium
696861,0.301,Chai,28-Jan-06,Ammonium
698235,0.078,Chai,28-Jan-06,Ammonium
699734,0.098,Chai,28-Jan-06,Ammonium
702018,0.146,Busarakhan,28-Jan-06,Ammonium
695864,2.16,Kohsoom,29-Jan-06,Ammonium
701060,0.167,Somchair,29-Jan-06,Ammonium
683262,0.51,Boonsri,10-Feb-06,Ammonium
684867,0.39,Boonsri,10-Feb-06,Ammonium
686544,0.37,Boonsri,10-Feb-06,Ammonium
707056,0.982,Kannika,10-Feb-06,Ammonium
708006,0.574,Kannika,10-Feb-06,Ammonium
709028,0.774,Kannika,10-Feb-06,Ammonium
709989,0.329,Sakda,10-Feb-06,Ammonium
710943,0.973,Sakda,10-Feb-06,Ammonium
711941,0.618,Sakda,10-Feb-06,Ammonium
683310,0.543,Boonsri,24-Feb-06,Ammonium
684915,0.419,Boonsri,24-Feb-06,Ammonium
686592,0.31,Boonsri,24-Feb-06,Ammonium
696897,0.479,Chai,24-Feb-06,Ammonium
698281,0.436,Chai,24-Feb-06,Ammonium
699770,0.396,Chai,24-Feb-06,Ammonium
701101,1.19,Somchair,25-Feb-06,Ammonium
702062,0.768,Busarakhan,25-Feb-06,Ammonium
695908,3.82,Kohsoom,26-Feb-06,Ammonium
696940,0.323,Chai,28-Feb-06,Ammonium
698321,0.425,Chai,28-Feb-06,Ammonium
699809,0.255,Chai,28-Feb-06,Ammonium
683359,0.575,Boonsri,9-Mar-06,Ammonium
684964,0.48,Boonsri,9-Mar-06,Ammonium
686642,0.6,Boonsri,9-Mar-06,Ammonium
707096,0.881,Kannika,9-Mar-06,Ammonium
708050,0.845,Kannika,9-Mar-06,Ammonium
709073,0.737,Kannika,9-Mar-06,Ammonium
710029,0.146,Sakda,9-Mar-06,Ammonium
710987,0.609,Sakda,9-Mar-06,Ammonium
711987,0.419,Sakda,9-Mar-06,Ammonium
696978,0.268,Chai,17-Mar-06,Ammonium
698357,0.215,Chai,17-Mar-06,Ammonium
699847,0.427,Chai,17-Mar-06,Ammonium
683410,0.26,Boonsri,23-Mar-06,Ammonium
685012,0.2,Boonsri,23-Mar-06,Ammonium
686691,0.225,Boonsri,23-Mar-06,Ammonium
701144,1.5,Somchair,23-Mar-06,Ammonium
702108,0.784,Busarakhan,23-Mar-06,Ammonium
695954,1.36,Kohsoom,25-Mar-06,Ammonium
697021,0.584,Chai,29-Mar-06,Ammonium
698398,0.255,Chai,29-Mar-06,Ammonium
699887,0.317,Chai,29-Mar-06,Ammonium
683458,0.303,Boonsri,6-Apr-06,Ammonium
685060,0.295,Boonsri,6-Apr-06,Ammonium
686740,0.24,Boonsri,6-Apr-06,Ammonium
707141,0.589,Kannika,15-Apr-06,Ammonium
708095,0.295,Kannika,15-Apr-06,Ammonium
709118,0.127,Kannika,15-Apr-06,Ammonium
710077,0.136,Sakda,15-Apr-06,Ammonium
711020,0.19,Sakda,15-Apr-06,Ammonium
712020,0.186,Sakda,15-Apr-06,Ammonium
697050,0.308,Chai,23-Apr-06,Ammonium
698438,0.241,Chai,23-Apr-06,Ammonium
699922,0.208,Chai,23-Apr-06,Ammonium
683508,0.101,Boonsri,27-Apr-06,Ammonium
685117,0.078,Boonsri,27-Apr-06,Ammonium
686790,0.085,Boonsri,27-Apr-06,Ammonium
701186,0.156,Somchair,27-Apr-06,Ammonium
702151,0.162,Busarakhan,27-Apr-06,Ammonium
696001,1.16,Kohsoom,29-Apr-06,Ammonium
697094,0.451,Chai,30-Apr-06,Ammonium
698487,0.231,Chai,30-Apr-06,Ammonium
699961,0.191,Chai,30-Apr-06,Ammonium
683557,0.209,Boonsri,3-May-06,Ammonium
685176,0.202,Boonsri,3-May-06,Ammonium
686829,0.194,Boonsri,3-May-06,Ammonium
707188,0.331,Kannika,11-May-06,Ammonium
708147,0.354,Kannika,11-May-06,Ammonium
709166,0.374,Kannika,11-May-06,Ammonium
710123,0.193,Sakda,11-May-06,Ammonium
711071,0.304,Sakda,11-May-06,Ammonium
712067,0.295,Sakda,11-May-06,Ammonium
683612,0.268,Boonsri,25-May-06,Ammonium
685238,0.17,Boonsri,25-May-06,Ammonium
686881,0.027,Boonsri,25-May-06,Ammonium
697133,0.036,Chai,25-May-06,Ammonium
698532,0.02,Chai,25-May-06,Ammonium
700002,0.213,Chai,25-May-06,Ammonium
696050,3.3,Kohsoom,27-May-06,Ammonium
697157,0.345,Chai,28-May-06,Ammonium
698555,0.224,Chai,28-May-06,Ammonium
700026,0.123,Chai,28-May-06,Ammonium
701235,0.565,Somchair,31-May-06,Ammonium
702196,0.672,Busarakhan,31-May-06,Ammonium
697172,1.15,Chai,1-Jun-06,Ammonium
698570,0.655,Chai,1-Jun-06,Ammonium
700041,0.542,Chai,1-Jun-06,Ammonium
683663,0.217,Boonsri,8-Jun-06,Ammonium
685298,0.155,Boonsri,8-Jun-06,Ammonium
686932,0.202,Boonsri,8-Jun-06,Ammonium
710157,0.063,Sakda,8-Jun-06,Ammonium
711112,0.045,Sakda,8-Jun-06,Ammonium
712113,0.268,Sakda,8-Jun-06,Ammonium
697217,0.728,Chai,18-Jun-06,Ammonium
698622,0.723,Chai,18-Jun-06,Ammonium
700086,0.689,Chai,18-Jun-06,Ammonium
683714,0.17,Boonsri,22-Jun-06,Ammonium
685357,0.023,Boonsri,22-Jun-06,Ammonium
686984,0.069,Boonsri,22-Jun-06,Ammonium
701284,1.33,Somchair,25-Jun-06,Ammonium
702232,0.772,Busarakhan,25-Jun-06,Ammonium
696103,1.39,Kohsoom,26-Jun-06,Ammonium
707225,0.598,Kannika,26-Jun-06,Ammonium
708204,0.778,Kannika,26-Jun-06,Ammonium
709214,0.578,Kannika,26-Jun-06,Ammonium
697267,0.408,Chai,9-Jul-06,Ammonium
698680,0.329,Chai,9-Jul-06,Ammonium
700137,0.074,Chai,9-Jul-06,Ammonium
707277,0.772,Kannika,11-Jul-06,Ammonium
708264,0.269,Kannika,11-Jul-06,Ammonium
709267,1.05,Kannika,11-Jul-06,Ammonium
683763,0.474,Boonsri,13-Jul-06,Ammonium
685416,0.326,Boonsri,13-Jul-06,Ammonium
687037,0.279,Boonsri,13-Jul-06,Ammonium
710211,0.877,Sakda,13-Jul-06,Ammonium
711173,0.252,Sakda,13-Jul-06,Ammonium
712166,0.189,Sakda,13-Jul-06,Ammonium
697318,0.754,Chai,15-Jul-06,Ammonium
698738,0.493,Chai,15-Jul-06,Ammonium
700188,0.29,Chai,15-Jul-06,Ammonium
701338,0.576,Somchair,16-Jul-06,Ammonium
702286,0.292,Busarakhan,16-Jul-06,Ammonium
683821,0.396,Boonsri,27-Jul-06,Ammonium
685482,0.341,Boonsri,27-Jul-06,Ammonium
687095,0.24,Boonsri,27-Jul-06,Ammonium
683879,0.116,Boonsri,10-Aug-06,Ammonium
685548,0.093,Boonsri,10-Aug-06,Ammonium
687153,0.085,Boonsri,10-Aug-06,Ammonium
707330,0.73,Kannika,10-Aug-06,Ammonium
708324,0.502,Kannika,10-Aug-06,Ammonium
709320,0.602,Kannika,10-Aug-06,Ammonium
710265,0.34,Sakda,10-Aug-06,Ammonium
711234,0.299,Sakda,10-Aug-06,Ammonium
712220,0.839,Sakda,10-Aug-06,Ammonium
701392,1.46,Somchair,13-Aug-06,Ammonium
702340,1.37,Busarakhan,13-Aug-06,Ammonium
697365,0.519,Chai,18-Aug-06,Ammonium
698793,0.554,Chai,18-Aug-06,Ammonium
700235,0.608,Chai,18-Aug-06,Ammonium
683931,0.272,Boonsri,24-Aug-06,Ammonium
685608,0.341,Boonsri,24-Aug-06,Ammonium
687205,0.256,Boonsri,24-Aug-06,Ammonium
696183,1.23,Kohsoom,26-Aug-06,Ammonium
697415,0.452,Chai,27-Aug-06,Ammonium
698851,0.492,Chai,27-Aug-06,Ammonium
700285,0.289,Chai,27-Aug-06,Ammonium
697463,0.899,Chai,2-Sep-06,Ammonium
698906,0.891,Chai,2-Sep-06,Ammonium
700333,0.355,Chai,2-Sep-06,Ammonium
683990,0.349,Boonsri,7-Sep-06,Ammonium
685674,0.225,Boonsri,7-Sep-06,Ammonium
687264,0.225,Boonsri,7-Sep-06,Ammonium
710320,0.571,Sakda,7-Sep-06,Ammonium
711296,0.848,Sakda,7-Sep-06,Ammonium
712275,0.509,Sakda,7-Sep-06,Ammonium
707384,0.706,Kannika,14-Sep-06,Ammonium
708386,0.613,Kannika,14-Sep-06,Ammonium
709375,0.487,Kannika,14-Sep-06,Ammonium
684025,0.38,Boonsri,21-Sep-06,Ammonium
685717,0.24,Boonsri,21-Sep-06,Ammonium
687299,0.186,Boonsri,21-Sep-06,Ammonium
