id,Total nitrogen value,location,sample date,measure
1011174,1.99,Achara,15-Jan-09,Total nitrogen
1005547,1.76,Chai,18-Jan-09,Total nitrogen
1006935,1.79,Chai,18-Jan-09,Total nitrogen
1008297,1.69,Chai,18-Jan-09,Total nitrogen
1010793,3.4,Decha,21-Jan-09,Total nitrogen
1009268,1.77,Somchair,24-Jan-09,Total nitrogen
1010044,1.7,Busarakhan,24-Jan-09,Total nitrogen
1005566,3.68,Chai,8-Feb-09,Total nitrogen
1006954,3.09,Chai,8-Feb-09,Total nitrogen
1008316,3.05,Chai,8-Feb-09,Total nitrogen
1011221,1.05,Achara,13-Feb-09,Total nitrogen
1020317,2.82,Kannika,13-Feb-09,Total nitrogen
1021412,2.76,Kannika,13-Feb-09,Total nitrogen
1022568,2.88,Kannika,13-Feb-09,Total nitrogen
1023725,2.85,Sakda,13-Feb-09,Total nitrogen
1024846,2.89,Sakda,13-Feb-09,Total nitrogen
1025967,2.93,Sakda,13-Feb-09,Total nitrogen
1009321,4.22,Somchair,14-Feb-09,Total nitrogen
1010097,3.2,Busarakhan,14-Feb-09,Total nitrogen
1005619,2.9,Chai,26-Feb-09,Total nitrogen
1007007,2.89,Chai,26-Feb-09,Total nitrogen
1008369,2.91,Chai,26-Feb-09,Total nitrogen
1020370,3.09,Kannika,13-Mar-09,Total nitrogen
1021465,2.82,Kannika,13-Mar-09,Total nitrogen
1022621,2.76,Kannika,13-Mar-09,Total nitrogen
1023778,2.55,Sakda,13-Mar-09,Total nitrogen
1024899,3.13,Sakda,13-Mar-09,Total nitrogen
1026020,2.75,Sakda,13-Mar-09,Total nitrogen
1010863,5.56,Decha,17-Mar-09,Total nitrogen
1011269,0.9,Achara,19-Mar-09,Total nitrogen
1005636,4.28,Chai,20-Mar-09,Total nitrogen
1007024,2.97,Chai,20-Mar-09,Total nitrogen
1008386,3.51,Chai,20-Mar-09,Total nitrogen
1009375,2.28,Somchair,27-Mar-09,Total nitrogen
1010151,2.47,Busarakhan,27-Mar-09,Total nitrogen
1005688,2.484,Chai,28-Mar-09,Total nitrogen
1007076,2.401,Chai,28-Mar-09,Total nitrogen
1008438,2.307,Chai,28-Mar-09,Total nitrogen
990963,1.55,Boonsri,12-Apr-09,Total nitrogen
992334,1.54,Boonsri,12-Apr-09,Total nitrogen
993702,1.32,Boonsri,12-Apr-09,Total nitrogen
1011317,1.53,Achara,17-Apr-09,Total nitrogen
1020423,2.29,Kannika,17-Apr-09,Total nitrogen
1021518,2.47,Kannika,17-Apr-09,Total nitrogen
1022674,2.96,Kannika,17-Apr-09,Total nitrogen
1023831,2.34,Sakda,17-Apr-09,Total nitrogen
1024952,2.36,Sakda,17-Apr-09,Total nitrogen
1026073,2.06,Sakda,17-Apr-09,Total nitrogen
1005707,2.76,Chai,18-Apr-09,Total nitrogen
1007095,2.6,Chai,18-Apr-09,Total nitrogen
1008457,2.45,Chai,18-Apr-09,Total nitrogen
990993,1,Boonsri,23-Apr-09,Total nitrogen
992364,1.2,Boonsri,23-Apr-09,Total nitrogen
993732,1,Boonsri,23-Apr-09,Total nitrogen
1010909,1.73,Decha,23-Apr-09,Total nitrogen
1009429,1.68,Somchair,25-Apr-09,Total nitrogen
1010205,2.07,Busarakhan,25-Apr-09,Total nitrogen
1005774,1.53,Chai,26-Apr-09,Total nitrogen
1007162,1.87,Chai,26-Apr-09,Total nitrogen
1008524,1.5,Chai,26-Apr-09,Total nitrogen
991063,1.17,Boonsri,4-May-09,Total nitrogen
992434,1.43,Boonsri,4-May-09,Total nitrogen
1020491,1.09,Kannika,8-May-09,Total nitrogen
1021585,0.891,Kannika,8-May-09,Total nitrogen
1022742,1.07,Kannika,8-May-09,Total nitrogen
1023899,1.21,Sakda,8-May-09,Total nitrogen
1025020,1,Sakda,8-May-09,Total nitrogen
1026141,0.9,Sakda,8-May-09,Total nitrogen
1010940,1.76,Decha,17-May-09,Total nitrogen
1011365,2.85,Achara,17-May-09,Total nitrogen
991093,0.9,Boonsri,21-May-09,Total nitrogen
992464,1.2,Boonsri,21-May-09,Total nitrogen
993831,1.26,Boonsri,21-May-09,Total nitrogen
1005795,2.11,Chai,21-May-09,Total nitrogen
1007183,2.29,Chai,21-May-09,Total nitrogen
1008545,1.99,Chai,21-May-09,Total nitrogen
1009496,1.32,Somchair,25-May-09,Total nitrogen
1010272,1.87,Busarakhan,25-May-09,Total nitrogen
1005861,1.75,Chai,30-May-09,Total nitrogen
1007249,1.93,Chai,30-May-09,Total nitrogen
1008611,1.99,Chai,30-May-09,Total nitrogen
991162,0.86,Boonsri,12-Jun-09,Total nitrogen
992533,1.12,Boonsri,12-Jun-09,Total nitrogen
993900,1.17,Boonsri,12-Jun-09,Total nitrogen
1011395,1.26,Achara,12-Jun-09,Total nitrogen
1020559,1.94,Kannika,12-Jun-09,Total nitrogen
1021653,1.92,Kannika,12-Jun-09,Total nitrogen
1022810,1.76,Kannika,12-Jun-09,Total nitrogen
1023967,1.75,Sakda,12-Jun-09,Total nitrogen
1025088,1.79,Sakda,12-Jun-09,Total nitrogen
1026209,2.23,Sakda,12-Jun-09,Total nitrogen
1005880,2,Chai,14-Jun-09,Total nitrogen
1007268,2.13,Chai,14-Jun-09,Total nitrogen
1008630,1.51,Chai,14-Jun-09,Total nitrogen
1010972,1.633,Decha,20-Jun-09,Total nitrogen
991194,1.12,Boonsri,25-Jun-09,Total nitrogen
992565,1.69,Boonsri,25-Jun-09,Total nitrogen
993932,1.38,Boonsri,25-Jun-09,Total nitrogen
1005943,1.68,Chai,27-Jun-09,Total nitrogen
1007331,1.74,Chai,27-Jun-09,Total nitrogen
1008693,1.94,Chai,27-Jun-09,Total nitrogen
1009564,5.21,Somchair,28-Jun-09,Total nitrogen
1010340,3.22,Busarakhan,28-Jun-09,Total nitrogen
1005963,1.53,Chai,9-Jul-09,Total nitrogen
1007351,1.51,Chai,9-Jul-09,Total nitrogen
1008713,1.55,Chai,9-Jul-09,Total nitrogen
1011435,0.9,Achara,11-Jul-09,Total nitrogen
1020624,1.94,Kannika,11-Jul-09,Total nitrogen
1021718,1.9,Kannika,11-Jul-09,Total nitrogen
1022875,1.92,Kannika,11-Jul-09,Total nitrogen
1024032,1.82,Sakda,11-Jul-09,Total nitrogen
1025153,1.79,Sakda,11-Jul-09,Total nitrogen
1026274,1.82,Sakda,11-Jul-09,Total nitrogen
991264,1.1,Boonsri,12-Jul-09,Total nitrogen
992635,0.99,Boonsri,12-Jul-09,Total nitrogen
994002,1.18,Boonsri,12-Jul-09,Total nitrogen
1011002,2.163,Decha,19-Jul-09,Total nitrogen
991299,0.9,Boonsri,23-Jul-09,Total nitrogen
992670,1.33,Boonsri,23-Jul-09,Total nitrogen
994037,1.54,Boonsri,23-Jul-09,Total nitrogen
1009629,2.27,Somchair,26-Jul-09,Total nitrogen
1010405,2.58,Busarakhan,26-Jul-09,Total nitrogen
1020689,1.74,Kannika,8-Aug-09,Total nitrogen
1021783,1.77,Kannika,8-Aug-09,Total nitrogen
1022940,1.6,Kannika,8-Aug-09,Total nitrogen
1024095,2,Sakda,8-Aug-09,Total nitrogen
1025216,1.76,Sakda,8-Aug-09,Total nitrogen
1026337,2,Sakda,8-Aug-09,Total nitrogen
1011485,2.64,Achara,13-Aug-09,Total nitrogen
1011034,3.71,Decha,17-Aug-09,Total nitrogen
991369,1.1,Boonsri,21-Aug-09,Total nitrogen
992740,0.95,Boonsri,21-Aug-09,Total nitrogen
994107,1.22,Boonsri,21-Aug-09,Total nitrogen
1006044,1.63,Chai,23-Aug-09,Total nitrogen
1007432,1.54,Chai,23-Aug-09,Total nitrogen
1008794,1.51,Chai,23-Aug-09,Total nitrogen
1009687,2.44,Somchair,28-Aug-09,Total nitrogen
1010463,1.94,Busarakhan,28-Aug-09,Total nitrogen
1006105,2.16,Chai,31-Aug-09,Total nitrogen
1007493,1.69,Chai,31-Aug-09,Total nitrogen
1008855,1.76,Chai,31-Aug-09,Total nitrogen
1024159,1.81,Sakda,7-Sep-09,Total nitrogen
1025280,1.75,Sakda,7-Sep-09,Total nitrogen
1026401,1.77,Sakda,7-Sep-09,Total nitrogen
991443,1.9,Boonsri,9-Sep-09,Total nitrogen
992814,1.95,Boonsri,9-Sep-09,Total nitrogen
994181,1.94,Boonsri,9-Sep-09,Total nitrogen
1020754,1.78,Kannika,9-Sep-09,Total nitrogen
1021848,1.77,Kannika,9-Sep-09,Total nitrogen
1023005,1.75,Kannika,9-Sep-09,Total nitrogen
1011516,2.7,Achara,10-Sep-09,Total nitrogen
1006126,2.18,Chai,22-Sep-09,Total nitrogen
1007514,2.08,Chai,22-Sep-09,Total nitrogen
1008876,1.95,Chai,22-Sep-09,Total nitrogen
1009752,2.09,Somchair,24-Sep-09,Total nitrogen
1010528,2.15,Busarakhan,24-Sep-09,Total nitrogen
1021913,1.9,Kannika,27-Sep-09,Total nitrogen
1023070,1.97,Kannika,27-Sep-09,Total nitrogen
1024221,2.02,Sakda,28-Sep-09,Total nitrogen
1025342,1.87,Sakda,28-Sep-09,Total nitrogen
1026463,1.64,Sakda,28-Sep-09,Total nitrogen
1006209,2.06,Chai,5-Oct-09,Total nitrogen
1007571,1.99,Chai,5-Oct-09,Total nitrogen
1008959,2.11,Chai,5-Oct-09,Total nitrogen
1024253,1.96,Sakda,8-Oct-09,Total nitrogen
1025374,1.95,Sakda,8-Oct-09,Total nitrogen
1026522,1.98,Sakda,8-Oct-09,Total nitrogen
1020820,2.08,Kannika,10-Oct-09,Total nitrogen
1021949,2.02,Kannika,10-Oct-09,Total nitrogen
1023133,1.95,Kannika,10-Oct-09,Total nitrogen
1011547,2.14,Achara,11-Oct-09,Total nitrogen
1006230,1.9,Chai,19-Oct-09,Total nitrogen
1007592,1.92,Chai,19-Oct-09,Total nitrogen
1008980,1.96,Chai,19-Oct-09,Total nitrogen
991516,1.2,Boonsri,22-Oct-09,Total nitrogen
992887,1.74,Boonsri,22-Oct-09,Total nitrogen
994254,1.84,Boonsri,22-Oct-09,Total nitrogen
1009842,2.27,Somchair,30-Oct-09,Total nitrogen
1010590,2.16,Busarakhan,30-Oct-09,Total nitrogen
1006318,1.84,Chai,31-Oct-09,Total nitrogen
1007680,2.05,Chai,31-Oct-09,Total nitrogen
1009068,1.97,Chai,31-Oct-09,Total nitrogen
1020878,2.14,Kannika,13-Nov-09,Total nitrogen
1022007,1.99,Kannika,13-Nov-09,Total nitrogen
1023191,1.94,Kannika,13-Nov-09,Total nitrogen
1024311,2.11,Sakda,13-Nov-09,Total nitrogen
1025432,2.17,Sakda,13-Nov-09,Total nitrogen
1026580,2.24,Sakda,13-Nov-09,Total nitrogen
1009930,2.6,Somchair,14-Nov-09,Total nitrogen
1010678,1.9,Busarakhan,14-Nov-09,Total nitrogen
1006336,2.19,Chai,16-Nov-09,Total nitrogen
1007698,2.26,Chai,16-Nov-09,Total nitrogen
1009086,2.26,Chai,16-Nov-09,Total nitrogen
1011587,2.8,Achara,19-Nov-09,Total nitrogen
1006393,2.01,Chai,21-Nov-09,Total nitrogen
1007755,2.06,Chai,21-Nov-09,Total nitrogen
1009143,2.04,Chai,21-Nov-09,Total nitrogen
1006412,2,Chai,29-Nov-09,Total nitrogen
1007774,2.09,Chai,29-Nov-09,Total nitrogen
1009162,2.02,Chai,29-Nov-09,Total nitrogen
1006430,1.95,Chai,5-Dec-09,Total nitrogen
1007792,2.08,Chai,5-Dec-09,Total nitrogen
1009180,2.04,Chai,5-Dec-09,Total nitrogen
1020936,2.01,Kannika,5-Dec-09,Total nitrogen
1022092,2.13,Kannika,5-Dec-09,Total nitrogen
1023249,2.22,Kannika,5-Dec-09,Total nitrogen
1024369,2.12,Sakda,5-Dec-09,Total nitrogen
1025490,2.07,Sakda,5-Dec-09,Total nitrogen
1026638,2.03,Sakda,5-Dec-09,Total nitrogen
1011628,1.26,Achara,10-Dec-09,Total nitrogen
1011144,2.379,Decha,12-Dec-09,Total nitrogen
1006486,1.93,Chai,13-Dec-09,Total nitrogen
1007848,1.88,Chai,13-Dec-09,Total nitrogen
1009236,2.08,Chai,13-Dec-09,Total nitrogen
1009986,2.58,Somchair,19-Dec-09,Total nitrogen
1010734,2.16,Busarakhan,19-Dec-09,Total nitrogen
1006501,1.77,Chai,21-Dec-09,Total nitrogen
1007863,1.89,Chai,21-Dec-09,Total nitrogen
1009251,1.94,Chai,21-Dec-09,Total nitrogen
1349097,2.39,Kannika,10-Jan-10,Total nitrogen
1349706,2.48,Kannika,10-Jan-10,Total nitrogen
1350315,2.39,Kannika,10-Jan-10,Total nitrogen
1350924,2.12,Sakda,10-Jan-10,Total nitrogen
1351533,2.04,Sakda,10-Jan-10,Total nitrogen
1352142,2.04,Sakda,10-Jan-10,Total nitrogen
1328288,1.82,Achara,16-Jan-10,Total nitrogen
1327884,9.15,Decha,17-Jan-10,Total nitrogen
1341128,3.19,Chai,17-Jan-10,Total nitrogen
1342332,3.43,Chai,17-Jan-10,Total nitrogen
1343536,3.18,Chai,17-Jan-10,Total nitrogen
1326692,3.72,Somchair,24-Jan-10,Total nitrogen
1327288,2.9,Busarakhan,24-Jan-10,Total nitrogen
1341195,2.89,Chai,29-Jan-10,Total nitrogen
1342399,2.85,Chai,29-Jan-10,Total nitrogen
1343603,2.89,Chai,29-Jan-10,Total nitrogen
1349155,2.84,Kannika,7-Feb-10,Total nitrogen
1349764,2.88,Kannika,7-Feb-10,Total nitrogen
1350373,3.92,Kannika,7-Feb-10,Total nitrogen
1350982,4.22,Sakda,7-Feb-10,Total nitrogen
1351591,3.41,Sakda,7-Feb-10,Total nitrogen
1352200,3.53,Sakda,7-Feb-10,Total nitrogen
1328318,1.33,Achara,11-Feb-10,Total nitrogen
1326750,2.81,Somchair,14-Feb-10,Total nitrogen
1327346,2.44,Busarakhan,14-Feb-10,Total nitrogen
1327926,2.49,Decha,19-Feb-10,Total nitrogen
1328333,0.96,Achara,20-Feb-10,Total nitrogen
1341235,3.45,Chai,20-Feb-10,Total nitrogen
1342439,3.45,Chai,20-Feb-10,Total nitrogen
1343643,3.41,Chai,20-Feb-10,Total nitrogen
1341290,3.4,Chai,28-Feb-10,Total nitrogen
1342494,2.68,Chai,28-Feb-10,Total nitrogen
1343698,2.75,Chai,28-Feb-10,Total nitrogen
1349208,3.12,Kannika,12-Mar-10,Total nitrogen
1349817,2.8,Kannika,12-Mar-10,Total nitrogen
1350426,2.74,Kannika,12-Mar-10,Total nitrogen
1351035,2.94,Sakda,12-Mar-10,Total nitrogen
1351644,2.72,Sakda,12-Mar-10,Total nitrogen
1352253,2.7,Sakda,12-Mar-10,Total nitrogen
1328375,2.76,Achara,13-Mar-10,Total nitrogen
1327963,2.7,Decha,18-Mar-10,Total nitrogen
1341328,2.2,Chai,18-Mar-10,Total nitrogen
1342532,2.3,Chai,18-Mar-10,Total nitrogen
1343736,2.34,Chai,18-Mar-10,Total nitrogen
1328390,1.48,Achara,19-Mar-10,Total nitrogen
1326798,2.19,Somchair,20-Mar-10,Total nitrogen
1327394,1.02,Busarakhan,20-Mar-10,Total nitrogen
1341384,2.81,Chai,28-Mar-10,Total nitrogen
1342588,2.57,Chai,28-Mar-10,Total nitrogen
1343792,2.67,Chai,28-Mar-10,Total nitrogen
1328423,1.57,Achara,7-Apr-10,Total nitrogen
1328434,1.59,Achara,8-Apr-10,Total nitrogen
1349255,1.84,Kannika,8-Apr-10,Total nitrogen
1349864,1.85,Kannika,8-Apr-10,Total nitrogen
1350473,1.86,Kannika,8-Apr-10,Total nitrogen
1351082,1.96,Sakda,8-Apr-10,Total nitrogen
1351691,2.08,Sakda,8-Apr-10,Total nitrogen
1352300,2.04,Sakda,8-Apr-10,Total nitrogen
1328443,2.52,Achara,10-Apr-10,Total nitrogen
1328459,2.47,Achara,16-Apr-10,Total nitrogen
1341422,2.34,Chai,16-Apr-10,Total nitrogen
1342626,2.49,Chai,16-Apr-10,Total nitrogen
1343830,2.64,Chai,16-Apr-10,Total nitrogen
1328000,3.15,Decha,17-Apr-10,Total nitrogen
1326845,2.12,Somchair,18-Apr-10,Total nitrogen
1327441,2.1,Busarakhan,18-Apr-10,Total nitrogen
1341475,2.39,Chai,23-Apr-10,Total nitrogen
1342679,2.35,Chai,23-Apr-10,Total nitrogen
1343883,2.39,Chai,23-Apr-10,Total nitrogen
1341510,1.74,Chai,9-May-10,Total nitrogen
1342714,2.24,Chai,9-May-10,Total nitrogen
1343918,2.14,Chai,9-May-10,Total nitrogen
1349303,1.84,Kannika,14-May-10,Total nitrogen
1349912,1.92,Kannika,14-May-10,Total nitrogen
1350521,1.96,Kannika,14-May-10,Total nitrogen
1351130,1.94,Sakda,14-May-10,Total nitrogen
1351739,2.07,Sakda,14-May-10,Total nitrogen
1352348,2.19,Sakda,14-May-10,Total nitrogen
1328491,1.18,Achara,15-May-10,Total nitrogen
1328037,6.425,Decha,19-May-10,Total nitrogen
1328506,1.89,Achara,20-May-10,Total nitrogen
1326891,2.19,Somchair,22-May-10,Total nitrogen
1327487,2.2,Busarakhan,22-May-10,Total nitrogen
1341577,1.7,Chai,29-May-10,Total nitrogen
1342781,1.86,Chai,29-May-10,Total nitrogen
1343985,1.87,Chai,29-May-10,Total nitrogen
1326937,2.68,Somchair,13-Jun-10,Total nitrogen
1327533,2.91,Busarakhan,13-Jun-10,Total nitrogen
1328070,3.43,Decha,17-Jun-10,Total nitrogen
1328543,1.54,Achara,17-Jun-10,Total nitrogen
1341614,2.41,Chai,17-Jun-10,Total nitrogen
1342818,2.13,Chai,17-Jun-10,Total nitrogen
1344022,2.38,Chai,17-Jun-10,Total nitrogen
1349349,1.9,Kannika,19-Jun-10,Total nitrogen
1349958,2.2,Kannika,19-Jun-10,Total nitrogen
1350567,2.01,Kannika,19-Jun-10,Total nitrogen
1351176,2,Sakda,19-Jun-10,Total nitrogen
1351785,2.08,Sakda,19-Jun-10,Total nitrogen
1352394,1.84,Sakda,19-Jun-10,Total nitrogen
1328574,1.4,Achara,30-Jun-10,Total nitrogen
1341681,0.79,Chai,30-Jun-10,Total nitrogen
1342885,0.71,Chai,30-Jun-10,Total nitrogen
1344089,0.69,Chai,30-Jun-10,Total nitrogen
1328583,1.46,Achara,8-Jul-10,Total nitrogen
1341714,1.65,Chai,15-Jul-10,Total nitrogen
1342918,1.42,Chai,15-Jul-10,Total nitrogen
1344122,1.18,Chai,15-Jul-10,Total nitrogen
1328107,2.58,Decha,16-Jul-10,Total nitrogen
1328597,2.71,Achara,16-Jul-10,Total nitrogen
1349402,1.43,Kannika,18-Jul-10,Total nitrogen
1350011,1.32,Kannika,18-Jul-10,Total nitrogen
1350620,1.45,Kannika,18-Jul-10,Total nitrogen
1351229,1.36,Sakda,18-Jul-10,Total nitrogen
1351838,1.4,Sakda,18-Jul-10,Total nitrogen
1352447,1.36,Sakda,18-Jul-10,Total nitrogen
1326989,1.74,Somchair,22-Jul-10,Total nitrogen
1327585,2.21,Busarakhan,22-Jul-10,Total nitrogen
1341772,1.47,Chai,23-Jul-10,Total nitrogen
1342976,1.4,Chai,23-Jul-10,Total nitrogen
1344180,1.51,Chai,23-Jul-10,Total nitrogen
1341808,1.5,Chai,11-Aug-10,Total nitrogen
1343012,1.45,Chai,11-Aug-10,Total nitrogen
1344216,1.41,Chai,11-Aug-10,Total nitrogen
1328636,2.8,Achara,12-Aug-10,Total nitrogen
1349456,1.94,Kannika,14-Aug-10,Total nitrogen
1350065,1.92,Kannika,14-Aug-10,Total nitrogen
1350674,1.92,Kannika,14-Aug-10,Total nitrogen
1351283,1.97,Sakda,14-Aug-10,Total nitrogen
1351892,1.96,Sakda,14-Aug-10,Total nitrogen
1352501,2.46,Sakda,14-Aug-10,Total nitrogen
1328668,2.37,Achara,18-Aug-10,Total nitrogen
1341876,1.34,Chai,26-Aug-10,Total nitrogen
1343080,1.44,Chai,26-Aug-10,Total nitrogen
1344280,1.52,Chai,26-Aug-10,Total nitrogen
1327039,2.21,Somchair,28-Aug-10,Total nitrogen
1327635,2.33,Busarakhan,28-Aug-10,Total nitrogen
1349508,1.53,Kannika,2-Sep-10,Total nitrogen
1350117,1.46,Kannika,2-Sep-10,Total nitrogen
1350726,1.94,Kannika,2-Sep-10,Total nitrogen
1351335,1.94,Sakda,2-Sep-10,Total nitrogen
1351944,1.99,Sakda,2-Sep-10,Total nitrogen
1352553,2.07,Sakda,2-Sep-10,Total nitrogen
1341903,1.49,Chai,4-Sep-10,Total nitrogen
1343107,1.69,Chai,4-Sep-10,Total nitrogen
1344307,1.75,Chai,4-Sep-10,Total nitrogen
1328677,2.97,Achara,9-Sep-10,Total nitrogen
1341960,1.47,Chai,12-Sep-10,Total nitrogen
1343164,1.57,Chai,12-Sep-10,Total nitrogen
1344364,1.46,Chai,12-Sep-10,Total nitrogen
1328171,3.529,Decha,16-Sep-10,Total nitrogen
1328692,2.62,Achara,17-Sep-10,Total nitrogen
1327088,1.2,Somchair,30-Sep-10,Total nitrogen
1327684,0.8,Busarakhan,30-Sep-10,Total nitrogen
1342007,2.1,Chai,13-Oct-10,Total nitrogen
1343211,2.05,Chai,13-Oct-10,Total nitrogen
1344411,2.03,Chai,13-Oct-10,Total nitrogen
1328725,5.67,Achara,14-Oct-10,Total nitrogen
1349561,2.19,Kannika,15-Oct-10,Total nitrogen
1350170,2.19,Kannika,15-Oct-10,Total nitrogen
1350779,2.11,Kannika,15-Oct-10,Total nitrogen
1351388,2.12,Sakda,15-Oct-10,Total nitrogen
1351997,2.2,Sakda,15-Oct-10,Total nitrogen
1352606,2.16,Sakda,15-Oct-10,Total nitrogen
1328737,4.79,Achara,16-Oct-10,Total nitrogen
1328753,3.58,Achara,22-Oct-10,Total nitrogen
1327138,2.03,Somchair,29-Oct-10,Total nitrogen
1327734,1.71,Busarakhan,29-Oct-10,Total nitrogen
1342073,2.35,Chai,29-Oct-10,Total nitrogen
1343277,2.24,Chai,29-Oct-10,Total nitrogen
1344477,2.44,Chai,29-Oct-10,Total nitrogen
1349611,2.24,Kannika,9-Nov-10,Total nitrogen
1350220,2.09,Kannika,9-Nov-10,Total nitrogen
1350829,2.34,Kannika,9-Nov-10,Total nitrogen
1351438,2.42,Sakda,10-Nov-10,Total nitrogen
1352047,2.35,Sakda,10-Nov-10,Total nitrogen
1352656,2.42,Sakda,10-Nov-10,Total nitrogen
1342106,2.37,Chai,13-Nov-10,Total nitrogen
1343310,2.29,Chai,13-Nov-10,Total nitrogen
1344510,2.39,Chai,13-Nov-10,Total nitrogen
1328800,2.43,Achara,19-Nov-10,Total nitrogen
1342168,1.65,Chai,26-Nov-10,Total nitrogen
1343372,1.77,Chai,26-Nov-10,Total nitrogen
1344572,1.66,Chai,26-Nov-10,Total nitrogen
1327189,2.58,Somchair,27-Nov-10,Total nitrogen
1327785,2.28,Busarakhan,27-Nov-10,Total nitrogen
1342186,2.35,Chai,28-Nov-10,Total nitrogen
1343390,2.36,Chai,28-Nov-10,Total nitrogen
1344590,2.39,Chai,28-Nov-10,Total nitrogen
1327239,2.26,Somchair,9-Dec-10,Total nitrogen
1327835,2.36,Busarakhan,9-Dec-10,Total nitrogen
1328826,1.56,Achara,10-Dec-10,Total nitrogen
1328840,1.43,Achara,11-Dec-10,Total nitrogen
1342216,2.18,Chai,11-Dec-10,Total nitrogen
1343420,2.05,Chai,11-Dec-10,Total nitrogen
1344620,2.26,Chai,11-Dec-10,Total nitrogen
1349661,2.01,Kannika,11-Dec-10,Total nitrogen
1350270,2.31,Kannika,11-Dec-10,Total nitrogen
1350879,2.23,Kannika,11-Dec-10,Total nitrogen
1351488,2.18,Sakda,11-Dec-10,Total nitrogen
1352097,2.3,Sakda,11-Dec-10,Total nitrogen
1352706,2.07,Sakda,11-Dec-10,Total nitrogen
1342264,2.16,Chai,15-Dec-10,Total nitrogen
1343468,2.22,Chai,15-Dec-10,Total nitrogen
1344668,2.36,Chai,15-Dec-10,Total nitrogen
1342284,2.17,Chai,18-Dec-10,Total nitrogen
1343488,2.31,Chai,18-Dec-10,Total nitrogen
1344688,2.31,Chai,18-Dec-10,Total nitrogen
1638152,2.52,Sakda,13-Jan-11,Total nitrogen
1639014,2.63,Sakda,13-Jan-11,Total nitrogen
1639876,2.58,Sakda,13-Jan-11,Total nitrogen
1635496,2.54,Kannika,15-Jan-11,Total nitrogen
1636382,2.72,Kannika,15-Jan-11,Total nitrogen
1637268,2.44,Kannika,15-Jan-11,Total nitrogen
1617253,1.43,Achara,21-Jan-11,Total nitrogen
1617285,1.67,Achara,22-Jan-11,Total nitrogen
1615929,2.93,Somchair,30-Jan-11,Total nitrogen
1616408,3.03,Busarakhan,30-Jan-11,Total nitrogen
1635567,1.94,Kannika,10-Feb-11,Total nitrogen
1636453,1.92,Kannika,10-Feb-11,Total nitrogen
1637339,1.92,Kannika,10-Feb-11,Total nitrogen
1638226,2.85,Sakda,10-Feb-11,Total nitrogen
1639088,2.75,Sakda,10-Feb-11,Total nitrogen
1639950,2.69,Sakda,10-Feb-11,Total nitrogen
1617304,1.45,Achara,11-Feb-11,Total nitrogen
1635606,2.64,Kannika,12-Feb-11,Total nitrogen
1636492,2.67,Kannika,12-Feb-11,Total nitrogen
1637378,2.91,Kannika,12-Feb-11,Total nitrogen
1617332,1.67,Achara,18-Feb-11,Total nitrogen
1616453,3.13,Busarakhan,26-Feb-11,Total nitrogen
1638297,2.49,Sakda,10-Mar-11,Total nitrogen
1639159,2.43,Sakda,10-Mar-11,Total nitrogen
1640021,2.29,Sakda,10-Mar-11,Total nitrogen
1635674,2.57,Kannika,11-Mar-11,Total nitrogen
1636560,2.65,Kannika,11-Mar-11,Total nitrogen
1637446,2.74,Kannika,11-Mar-11,Total nitrogen
1617365,1.59,Achara,18-Mar-11,Total nitrogen
1616014,3.14,Somchair,26-Mar-11,Total nitrogen
1616493,1.8,Busarakhan,26-Mar-11,Total nitrogen
1617401,1.29,Achara,31-Mar-11,Total nitrogen
1635736,3.1,Kannika,6-Apr-11,Total nitrogen
1636622,3.39,Kannika,6-Apr-11,Total nitrogen
1637508,3.24,Kannika,6-Apr-11,Total nitrogen
1638364,3.26,Sakda,7-Apr-11,Total nitrogen
1639226,2.94,Sakda,7-Apr-11,Total nitrogen
1640088,2.77,Sakda,7-Apr-11,Total nitrogen
1616051,3.13,Somchair,13-Apr-11,Total nitrogen
1616530,1.85,Busarakhan,13-Apr-11,Total nitrogen
1617434,1.69,Achara,16-Apr-11,Total nitrogen
1617471,2.19,Achara,22-Apr-11,Total nitrogen
1635809,1.98,Kannika,12-May-11,Total nitrogen
1636695,1.75,Kannika,12-May-11,Total nitrogen
1637581,1.87,Kannika,12-May-11,Total nitrogen
1638438,1.92,Sakda,12-May-11,Total nitrogen
1639300,1.81,Sakda,12-May-11,Total nitrogen
1640162,1.68,Sakda,12-May-11,Total nitrogen
1617491,1.17,Achara,13-May-11,Total nitrogen
1638488,1.91,Sakda,21-May-11,Total nitrogen
1639350,1.9,Sakda,21-May-11,Total nitrogen
1640212,2.07,Sakda,21-May-11,Total nitrogen
1635858,1.88,Kannika,22-May-11,Total nitrogen
1636744,1.84,Kannika,22-May-11,Total nitrogen
1637630,1.98,Kannika,22-May-11,Total nitrogen
1616087,1.83,Somchair,27-May-11,Total nitrogen
1616566,2.37,Busarakhan,27-May-11,Total nitrogen
1617527,1.72,Achara,27-May-11,Total nitrogen
1617559,2.15,Achara,11-Jun-11,Total nitrogen
1617595,2.21,Achara,17-Jun-11,Total nitrogen
1635904,1.63,Kannika,18-Jun-11,Total nitrogen
1636790,1.57,Kannika,18-Jun-11,Total nitrogen
1637676,1.56,Kannika,18-Jun-11,Total nitrogen
1638535,1.56,Sakda,18-Jun-11,Total nitrogen
1639397,1.38,Sakda,18-Jun-11,Total nitrogen
