id,Water temperature value,location,sample date,measure
511842,5,Chai,5-Dec-04,Water temperature
512979,5,Chai,5-Dec-04,Water temperature
513981,5,Chai,5-Dec-04,Water temperature
518897,4,Kannika,11-Dec-04,Water temperature
519618,4,Kannika,11-Dec-04,Water temperature
520287,4,Kannika,11-Dec-04,Water temperature
521000,3.5,Sakda,11-Dec-04,Water temperature
521782,3.5,Sakda,11-Dec-04,Water temperature
522497,3.5,Sakda,11-Dec-04,Water temperature
501868,3,Boonsri,17-Dec-04,Water temperature
503112,3,Boonsri,17-Dec-04,Water temperature
504193,3,Boonsri,17-Dec-04,Water temperature
510855,1.5,Kohsoom,19-Dec-04,Water temperature
589613,1.8,Boonsri,14-Jan-05,Water temperature
591208,2.2,Boonsri,14-Jan-05,Water temperature
592963,2,Boonsri,14-Jan-05,Water temperature
613507,1.5,Kannika,16-Jan-05,Water temperature
614442,1.5,Kannika,16-Jan-05,Water temperature
615459,1.5,Kannika,16-Jan-05,Water temperature
616388,1.5,Sakda,16-Jan-05,Water temperature
617325,1.5,Sakda,16-Jan-05,Water temperature
618347,1.5,Sakda,16-Jan-05,Water temperature
607547,1,Somchair,22-Jan-05,Water temperature
608495,1,Busarakhan,22-Jan-05,Water temperature
603306,2,Chai,27-Jan-05,Water temperature
604665,2,Chai,27-Jan-05,Water temperature
606196,2,Chai,27-Jan-05,Water temperature
589665,4,Boonsri,28-Jan-05,Water temperature
591267,4,Boonsri,28-Jan-05,Water temperature
593014,4,Boonsri,28-Jan-05,Water temperature
602347,4.6,Kohsoom,30-Jan-05,Water temperature
603351,1,Chai,31-Jan-05,Water temperature
604716,1,Chai,31-Jan-05,Water temperature
606240,1,Chai,31-Jan-05,Water temperature
589718,2.8,Boonsri,11-Feb-05,Water temperature
591328,2.6,Boonsri,11-Feb-05,Water temperature
593067,2.8,Boonsri,11-Feb-05,Water temperature
613553,0.5,Kannika,11-Feb-05,Water temperature
614495,0.5,Kannika,11-Feb-05,Water temperature
615506,0.5,Kannika,11-Feb-05,Water temperature
616435,0.5,Sakda,11-Feb-05,Water temperature
617379,0.5,Sakda,11-Feb-05,Water temperature
618393,0.5,Sakda,11-Feb-05,Water temperature
607594,1,Somchair,20-Feb-05,Water temperature
608541,1,Busarakhan,20-Feb-05,Water temperature
603374,0,Chai,21-Feb-05,Water temperature
604748,0,Chai,21-Feb-05,Water temperature
606264,0,Chai,21-Feb-05,Water temperature
589759,1.8,Boonsri,24-Feb-05,Water temperature
591376,1.2,Boonsri,24-Feb-05,Water temperature
593107,1.6,Boonsri,24-Feb-05,Water temperature
602397,4.2,Kohsoom,27-Feb-05,Water temperature
603401,3.5,Chai,28-Feb-05,Water temperature
604774,3.5,Chai,28-Feb-05,Water temperature
606290,3.5,Chai,28-Feb-05,Water temperature
589811,7,Boonsri,11-Mar-05,Water temperature
591436,6,Boonsri,11-Mar-05,Water temperature
593159,7,Boonsri,11-Mar-05,Water temperature
613594,3.5,Kannika,11-Mar-05,Water temperature
614543,3.5,Kannika,11-Mar-05,Water temperature
615545,3.5,Kannika,11-Mar-05,Water temperature
616477,3,Sakda,11-Mar-05,Water temperature
617426,3,Sakda,11-Mar-05,Water temperature
618432,3,Sakda,11-Mar-05,Water temperature
603437,2,Chai,17-Mar-05,Water temperature
604817,2,Chai,17-Mar-05,Water temperature
606326,2,Chai,17-Mar-05,Water temperature
607641,1,Somchair,24-Mar-05,Water temperature
608589,2,Busarakhan,24-Mar-05,Water temperature
589862,6.5,Boonsri,25-Mar-05,Water temperature
591494,7,Boonsri,25-Mar-05,Water temperature
593210,6.5,Boonsri,25-Mar-05,Water temperature
602451,10.4,Kohsoom,27-Mar-05,Water temperature
603483,9,Chai,31-Mar-05,Water temperature
604869,10,Chai,31-Mar-05,Water temperature
606371,10,Chai,31-Mar-05,Water temperature
589917,7,Boonsri,8-Apr-05,Water temperature
591557,6.5,Boonsri,8-Apr-05,Water temperature
593265,7,Boonsri,8-Apr-05,Water temperature
613638,7.5,Kannika,8-Apr-05,Water temperature
614595,7.5,Kannika,8-Apr-05,Water temperature
615588,7.5,Kannika,8-Apr-05,Water temperature
616520,8,Sakda,8-Apr-05,Water temperature
617475,8,Sakda,8-Apr-05,Water temperature
618473,8,Sakda,8-Apr-05,Water temperature
603521,5,Chai,11-Apr-05,Water temperature
604913,5,Chai,11-Apr-05,Water temperature
606409,5,Chai,11-Apr-05,Water temperature
603567,10,Chai,21-Apr-05,Water temperature
604966,10,Chai,21-Apr-05,Water temperature
606455,10,Chai,21-Apr-05,Water temperature
589969,13,Boonsri,22-Apr-05,Water temperature
591616,11.8,Boonsri,22-Apr-05,Water temperature
593315,12.5,Boonsri,22-Apr-05,Water temperature
607689,14,Somchair,24-Apr-05,Water temperature
608636,14,Busarakhan,24-Apr-05,Water temperature
602505,14.4,Kohsoom,25-Apr-05,Water temperature
590023,17,Boonsri,13-May-05,Water temperature
591679,16,Boonsri,13-May-05,Water temperature
593369,16.5,Boonsri,13-May-05,Water temperature
613686,20.5,Kannika,13-May-05,Water temperature
614649,20.5,Kannika,13-May-05,Water temperature
615635,20.5,Kannika,13-May-05,Water temperature
616567,20,Sakda,13-May-05,Water temperature
617528,20,Sakda,13-May-05,Water temperature
618519,20,Sakda,13-May-05,Water temperature
603607,13,Chai,16-May-05,Water temperature
605013,13,Chai,16-May-05,Water temperature
606494,13,Chai,16-May-05,Water temperature
603656,22,Chai,23-May-05,Water temperature
605070,20,Chai,23-May-05,Water temperature
606543,22,Chai,23-May-05,Water temperature
590097,23,Boonsri,28-May-05,Water temperature
591753,22,Boonsri,28-May-05,Water temperature
593444,22,Boonsri,28-May-05,Water temperature
602578,22.4,Kohsoom,29-May-05,Water temperature
607735,21,Somchair,29-May-05,Water temperature
608683,22,Busarakhan,29-May-05,Water temperature
590134,27.5,Boonsri,10-Jun-05,Water temperature
591790,27.200001,Boonsri,10-Jun-05,Water temperature
593481,27.5,Boonsri,10-Jun-05,Water temperature
613737,25.5,Kannika,10-Jun-05,Water temperature
614708,25.5,Kannika,10-Jun-05,Water temperature
615686,25.5,Kannika,10-Jun-05,Water temperature
616619,26,Sakda,10-Jun-05,Water temperature
617586,26,Sakda,10-Jun-05,Water temperature
618569,26,Sakda,10-Jun-05,Water temperature
603693,24,Chai,13-Jun-05,Water temperature
605109,24,Chai,13-Jun-05,Water temperature
606580,24,Chai,13-Jun-05,Water temperature
607786,20,Somchair,17-Jun-05,Water temperature
608734,21,Busarakhan,17-Jun-05,Water temperature
603744,26,Chai,20-Jun-05,Water temperature
605167,25,Chai,20-Jun-05,Water temperature
606631,26,Chai,20-Jun-05,Water temperature
590186,26,Boonsri,24-Jun-05,Water temperature
591849,26,Boonsri,24-Jun-05,Water temperature
593533,26,Boonsri,24-Jun-05,Water temperature
602613,27.9,Kohsoom,26-Jun-05,Water temperature
590240,24.200001,Boonsri,8-Jul-05,Water temperature
591907,24,Boonsri,8-Jul-05,Water temperature
593587,24.299999,Boonsri,8-Jul-05,Water temperature
613788,26,Kannika,8-Jul-05,Water temperature
614764,26,Kannika,8-Jul-05,Water temperature
615736,26,Kannika,8-Jul-05,Water temperature
616672,26,Sakda,8-Jul-05,Water temperature
617645,26,Sakda,8-Jul-05,Water temperature
618621,26,Sakda,8-Jul-05,Water temperature
590296,28,Boonsri,22-Jul-05,Water temperature
591971,26.5,Boonsri,22-Jul-05,Water temperature
593643,27,Boonsri,22-Jul-05,Water temperature
603784,26,Chai,23-Jul-05,Water temperature
605213,26,Chai,23-Jul-05,Water temperature
606670,26,Chai,23-Jul-05,Water temperature
602653,24,Kohsoom,24-Jul-05,Water temperature
607836,26,Somchair,24-Jul-05,Water temperature
608785,26,Busarakhan,24-Jul-05,Water temperature
603835,27,Chai,31-Jul-05,Water temperature
605274,26,Chai,31-Jul-05,Water temperature
606722,27,Chai,31-Jul-05,Water temperature
590350,25.5,Boonsri,12-Aug-05,Water temperature
592032,26,Boonsri,12-Aug-05,Water temperature
593697,26,Boonsri,12-Aug-05,Water temperature
613841,23,Kannika,12-Aug-05,Water temperature
614826,23,Kannika,12-Aug-05,Water temperature
615789,23,Kannika,12-Aug-05,Water temperature
616726,23.5,Sakda,12-Aug-05,Water temperature
617707,23.5,Sakda,12-Aug-05,Water temperature
618674,23.5,Sakda,12-Aug-05,Water temperature
607888,23,Somchair,14-Aug-05,Water temperature
608837,25,Busarakhan,14-Aug-05,Water temperature
603877,24,Chai,18-Aug-05,Water temperature
605324,24,Chai,18-Aug-05,Water temperature
606764,24,Chai,18-Aug-05,Water temperature
603932,27,Chai,25-Aug-05,Water temperature
605386,27,Chai,25-Aug-05,Water temperature
606818,27,Chai,25-Aug-05,Water temperature
590405,27,Boonsri,26-Aug-05,Water temperature
592095,28,Boonsri,26-Aug-05,Water temperature
593752,28,Boonsri,26-Aug-05,Water temperature
602729,28.4,Kohsoom,28-Aug-05,Water temperature
590462,20.5,Boonsri,9-Sep-05,Water temperature
592160,20,Boonsri,9-Sep-05,Water temperature
593809,20.5,Boonsri,9-Sep-05,Water temperature
613900,21,Kannika,9-Sep-05,Water temperature
614892,21,Kannika,9-Sep-05,Water temperature
615847,21,Kannika,9-Sep-05,Water temperature
616785,20.5,Sakda,9-Sep-05,Water temperature
617773,20.5,Sakda,9-Sep-05,Water temperature
618732,20.5,Sakda,9-Sep-05,Water temperature
603975,18,Chai,22-Sep-05,Water temperature
605437,18,Chai,22-Sep-05,Water temperature
606860,18,Chai,22-Sep-05,Water temperature
590515,21,Boonsri,23-Sep-05,Water temperature
592216,21.5,Boonsri,23-Sep-05,Water temperature
593862,21.5,Boonsri,23-Sep-05,Water temperature
607943,19,Somchair,24-Sep-05,Water temperature
608892,20,Busarakhan,24-Sep-05,Water temperature
602764,21,Kohsoom,25-Sep-05,Water temperature
604023,21,Chai,29-Sep-05,Water temperature
605493,21,Chai,29-Sep-05,Water temperature
606908,21,Chai,29-Sep-05,Water temperature
590570,19,Boonsri,2-Oct-05,Water temperature
592274,19,Boonsri,2-Oct-05,Water temperature
593917,19,Boonsri,2-Oct-05,Water temperature
604066,12,Chai,10-Oct-05,Water temperature
605543,12,Chai,10-Oct-05,Water temperature
606950,12,Chai,10-Oct-05,Water temperature
613948,16.5,Kannika,14-Oct-05,Water temperature
614947,16.5,Kannika,14-Oct-05,Water temperature
615894,16.5,Kannika,14-Oct-05,Water temperature
616832,16.5,Sakda,14-Oct-05,Water temperature
617828,16.5,Sakda,14-Oct-05,Water temperature
618779,16.5,Sakda,14-Oct-05,Water temperature
604112,14,Chai,20-Oct-05,Water temperature
605601,14,Chai,20-Oct-05,Water temperature
606999,14,Chai,20-Oct-05,Water temperature
590612,13,Boonsri,21-Oct-05,Water temperature
592328,13.5,Boonsri,21-Oct-05,Water temperature
593958,14,Boonsri,21-Oct-05,Water temperature
602812,17.200001,Kohsoom,23-Oct-05,Water temperature
607991,6,Somchair,23-Oct-05,Water temperature
608940,6,Busarakhan,23-Oct-05,Water temperature
590657,10,Boonsri,6-Nov-05,Water temperature
592379,9.5,Boonsri,6-Nov-05,Water temperature
594002,9.5,Boonsri,6-Nov-05,Water temperature
613994,8.5,Kannika,11-Nov-05,Water temperature
614999,8.5,Kannika,11-Nov-05,Water temperature
615941,8.5,Kannika,11-Nov-05,Water temperature
616878,8.5,Sakda,11-Nov-05,Water temperature
617882,8.5,Sakda,11-Nov-05,Water temperature
618824,8.5,Sakda,11-Nov-05,Water temperature
604148,12,Chai,19-Nov-05,Water temperature
605642,12,Chai,19-Nov-05,Water temperature
607030,12,Chai,19-Nov-05,Water temperature
608042,4,Somchair,24-Nov-05,Water temperature
608988,5,Busarakhan,24-Nov-05,Water temperature
590704,10,Boonsri,25-Nov-05,Water temperature
592437,9.5,Boonsri,25-Nov-05,Water temperature
594048,10,Boonsri,25-Nov-05,Water temperature
604196,9,Chai,26-Nov-05,Water temperature
605697,9,Chai,26-Nov-05,Water temperature
607075,9,Chai,26-Nov-05,Water temperature
602849,10,Kohsoom,27-Nov-05,Water temperature
590748,7.5,Boonsri,2-Dec-05,Water temperature
592488,7.5,Boonsri,2-Dec-05,Water temperature
594095,7.8,Boonsri,2-Dec-05,Water temperature
604230,7,Chai,5-Dec-05,Water temperature
605739,7,Chai,5-Dec-05,Water temperature
607108,7,Chai,5-Dec-05,Water temperature
614039,5.5,Kannika,9-Dec-05,Water temperature
615050,5.5,Kannika,9-Dec-05,Water temperature
615985,5.5,Kannika,9-Dec-05,Water temperature
616922,6,Sakda,9-Dec-05,Water temperature
617932,6,Sakda,9-Dec-05,Water temperature
618867,6,Sakda,9-Dec-05,Water temperature
590797,4.8,Boonsri,16-Dec-05,Water temperature
592545,4.5,Boonsri,16-Dec-05,Water temperature
594143,4.7,Boonsri,16-Dec-05,Water temperature
604269,6.5,Chai,16-Dec-05,Water temperature
605787,6.5,Chai,16-Dec-05,Water temperature
607146,6.5,Chai,16-Dec-05,Water temperature
602895,5.6,Kohsoom,18-Dec-05,Water temperature
608088,6,Somchair,22-Dec-05,Water temperature
609035,5,Busarakhan,22-Dec-05,Water temperature
683159,2.5,Boonsri,13-Jan-06,Water temperature
684751,2.5,Boonsri,13-Jan-06,Water temperature
686439,2.5,Boonsri,13-Jan-06,Water temperature
707003,0,Kannika,13-Jan-06,Water temperature
707947,0,Kannika,13-Jan-06,Water temperature
708976,0,Kannika,13-Jan-06,Water temperature
709937,2,Sakda,13-Jan-06,Water temperature
710882,2,Sakda,13-Jan-06,Water temperature
711887,2,Sakda,13-Jan-06,Water temperature
696810,2,Chai,19-Jan-06,Water temperature
698177,2,Chai,19-Jan-06,Water temperature
699683,2,Chai,19-Jan-06,Water temperature
683202,0.5,Boonsri,27-Jan-06,Water temperature
684801,0.5,Boonsri,27-Jan-06,Water temperature
686482,0.5,Boonsri,27-Jan-06,Water temperature
696853,2,Chai,28-Jan-06,Water temperature
698227,2,Chai,28-Jan-06,Water temperature
699726,2,Chai,28-Jan-06,Water temperature
702007,2,Busarakhan,28-Jan-06,Water temperature
695856,2.2,Kohsoom,29-Jan-06,Water temperature
701049,2,Somchair,29-Jan-06,Water temperature
683251,4.5,Boonsri,10-Feb-06,Water temperature
684856,4.5,Boonsri,10-Feb-06,Water temperature
686533,4.5,Boonsri,10-Feb-06,Water temperature
707045,4.5,Kannika,10-Feb-06,Water temperature
707995,4.5,Kannika,10-Feb-06,Water temperature
709017,4.5,Kannika,10-Feb-06,Water temperature
709978,4.5,Sakda,10-Feb-06,Water temperature
710932,4.5,Sakda,10-Feb-06,Water temperature
711930,4.5,Sakda,10-Feb-06,Water temperature
683299,7,Boonsri,24-Feb-06,Water temperature
684904,6.5,Boonsri,24-Feb-06,Water temperature
686581,7,Boonsri,24-Feb-06,Water temperature
696886,2,Chai,24-Feb-06,Water temperature
698270,2,Chai,24-Feb-06,Water temperature
699759,2,Chai,24-Feb-06,Water temperature
701090,3,Somchair,25-Feb-06,Water temperature
702051,3,Busarakhan,25-Feb-06,Water temperature
695897,5.5,Kohsoom,26-Feb-06,Water temperature
696932,7,Chai,28-Feb-06,Water temperature
698313,7,Chai,28-Feb-06,Water temperature
699801,7,Chai,28-Feb-06,Water temperature
683348,4.8,Boonsri,9-Mar-06,Water temperature
684953,4.5,Boonsri,9-Mar-06,Water temperature
686631,4.7,Boonsri,9-Mar-06,Water temperature
707086,5,Kannika,9-Mar-06,Water temperature
708040,5,Kannika,9-Mar-06,Water temperature
709063,5,Kannika,9-Mar-06,Water temperature
710018,5.5,Sakda,9-Mar-06,Water temperature
710976,5.5,Sakda,9-Mar-06,Water temperature
711976,5.5,Sakda,9-Mar-06,Water temperature
696967,5,Chai,17-Mar-06,Water temperature
698346,5,Chai,17-Mar-06,Water temperature
699836,5,Chai,17-Mar-06,Water temperature
683400,9.9,Boonsri,23-Mar-06,Water temperature
685002,9.7,Boonsri,23-Mar-06,Water temperature
686681,9.1,Boonsri,23-Mar-06,Water temperature
701133,9.1,Somchair,23-Mar-06,Water temperature
702097,12.6,Busarakhan,23-Mar-06,Water temperature
695944,11.5,Kohsoom,25-Mar-06,Water temperature
697013,12,Chai,29-Mar-06,Water temperature
698390,12,Chai,29-Mar-06,Water temperature
699879,12,Chai,29-Mar-06,Water temperature
683447,10,Boonsri,6-Apr-06,Water temperature
685049,9.7,Boonsri,6-Apr-06,Water temperature
686729,9.8,Boonsri,6-Apr-06,Water temperature
707130,12,Kannika,15-Apr-06,Water temperature
708084,12,Kannika,15-Apr-06,Water temperature
709107,12,Kannika,15-Apr-06,Water temperature
710066,12,Sakda,15-Apr-06,Water temperature
711009,12,Sakda,15-Apr-06,Water temperature
712009,12,Sakda,15-Apr-06,Water temperature
697039,10,Chai,23-Apr-06,Water temperature
698427,10,Chai,23-Apr-06,Water temperature
699911,10,Chai,23-Apr-06,Water temperature
683498,16,Boonsri,27-Apr-06,Water temperature
685107,16,Boonsri,27-Apr-06,Water temperature
686780,16,Boonsri,27-Apr-06,Water temperature
701175,9.5,Somchair,27-Apr-06,Water temperature
702140,9.5,Busarakhan,27-Apr-06,Water temperature
695991,15,Kohsoom,29-Apr-06,Water temperature
697086,14,Chai,30-Apr-06,Water temperature
698479,14,Chai,30-Apr-06,Water temperature
699953,14,Chai,30-Apr-06,Water temperature
683547,13.8,Boonsri,3-May-06,Water temperature
685166,13.6,Boonsri,3-May-06,Water temperature
686819,14,Boonsri,3-May-06,Water temperature
707177,17,Kannika,11-May-06,Water temperature
708136,17,Kannika,11-May-06,Water temperature
709155,17,Kannika,11-May-06,Water temperature
710112,17,Sakda,11-May-06,Water temperature
711060,17,Sakda,11-May-06,Water temperature
712056,17,Sakda,11-May-06,Water temperature
683601,21,Boonsri,25-May-06,Water temperature
685227,21,Boonsri,25-May-06,Water temperature
686870,21,Boonsri,25-May-06,Water temperature
697122,15,Chai,25-May-06,Water temperature
698521,15,Chai,25-May-06,Water temperature
699991,15,Chai,25-May-06,Water temperature
696039,19,Kohsoom,27-May-06,Water temperature
697149,10,Chai,28-May-06,Water temperature
698547,16,Chai,28-May-06,Water temperature
700018,16,Chai,28-May-06,Water temperature
701224,13,Somchair,31-May-06,Water temperature
702185,13,Busarakhan,31-May-06,Water temperature
683652,19,Boonsri,8-Jun-06,Water temperature
685287,18.5,Boonsri,8-Jun-06,Water temperature
686921,18.5,Boonsri,8-Jun-06,Water temperature
710149,19.5,Sakda,8-Jun-06,Water temperature
711104,19.5,Sakda,8-Jun-06,Water temperature
712105,19.5,Sakda,8-Jun-06,Water temperature
697206,18,Chai,18-Jun-06,Water temperature
698611,18,Chai,18-Jun-06,Water temperature
700075,18,Chai,18-Jun-06,Water temperature
683703,22.5,Boonsri,22-Jun-06,Water temperature
685346,22,Boonsri,22-Jun-06,Water temperature
686973,22,Boonsri,22-Jun-06,Water temperature
701273,24,Somchair,25-Jun-06,Water temperature
702221,23,Busarakhan,25-Jun-06,Water temperature
696092,26,Kohsoom,26-Jun-06,Water temperature
707214,24,Kannika,26-Jun-06,Water temperature
708193,24,Kannika,26-Jun-06,Water temperature
709203,24,Kannika,26-Jun-06,Water temperature
697256,25,Chai,9-Jul-06,Water temperature
698669,25,Chai,9-Jul-06,Water temperature
700126,25,Chai,9-Jul-06,Water temperature
707266,20,Kannika,11-Jul-06,Water temperature
708253,20,Kannika,11-Jul-06,Water temperature
709256,20,Kannika,11-Jul-06,Water temperature
683752,22,Boonsri,13-Jul-06,Water temperature
685405,22,Boonsri,13-Jul-06,Water temperature
687026,22,Boonsri,13-Jul-06,Water temperature
710200,20,Sakda,13-Jul-06,Water temperature
711162,20,Sakda,13-Jul-06,Water temperature
712155,20,Sakda,13-Jul-06,Water temperature
697310,21,Chai,15-Jul-06,Water temperature
698730,21,Chai,15-Jul-06,Water temperature
700180,21,Chai,15-Jul-06,Water temperature
701327,17,Somchair,16-Jul-06,Water temperature
702275,18,Busarakhan,16-Jul-06,Water temperature
683810,24,Boonsri,27-Jul-06,Water temperature
685471,24,Boonsri,27-Jul-06,Water temperature
687084,24,Boonsri,27-Jul-06,Water temperature
683868,23,Boonsri,10-Aug-06,Water temperature
685537,22.5,Boonsri,10-Aug-06,Water temperature
687142,23,Boonsri,10-Aug-06,Water temperature
707319,24,Kannika,10-Aug-06,Water temperature
708313,24,Kannika,10-Aug-06,Water temperature
709309,24,Kannika,10-Aug-06,Water temperature
710254,24,Sakda,10-Aug-06,Water temperature
711223,24,Sakda,10-Aug-06,Water temperature
712209,24,Sakda,10-Aug-06,Water temperature
701381,24,Somchair,13-Aug-06,Water temperature
702329,25,Busarakhan,13-Aug-06,Water temperature
697354,24,Chai,18-Aug-06,Water temperature
698782,24,Chai,18-Aug-06,Water temperature
700224,24,Chai,18-Aug-06,Water temperature
683920,24.5,Boonsri,24-Aug-06,Water temperature
685597,25,Boonsri,24-Aug-06,Water temperature
687194,25,Boonsri,24-Aug-06,Water temperature
696172,25.5,Kohsoom,26-Aug-06,Water temperature
697407,24,Chai,27-Aug-06,Water temperature
698843,24,Chai,27-Aug-06,Water temperature
700277,24,Chai,27-Aug-06,Water temperature
697452,25,Chai,2-Sep-06,Water temperature
698895,25,Chai,2-Sep-06,Water temperature
700322,25,Chai,2-Sep-06,Water temperature
683979,23,Boonsri,7-Sep-06,Water temperature
685663,22.5,Boonsri,7-Sep-06,Water temperature
687253,23,Boonsri,7-Sep-06,Water temperature
710309,18,Sakda,7-Sep-06,Water temperature
711285,18,Sakda,7-Sep-06,Water temperature
712264,18,Sakda,7-Sep-06,Water temperature
707373,19,Kannika,14-Sep-06,Water temperature
708375,19,Kannika,14-Sep-06,Water temperature
709364,19,Kannika,14-Sep-06,Water temperature
684014,22,Boonsri,21-Sep-06,Water temperature
685706,22,Boonsri,21-Sep-06,Water temperature
687288,22,Boonsri,21-Sep-06,Water temperature
701434,19,Somchair,22-Sep-06,Water temperature
702382,19,Busarakhan,22-Sep-06,Water temperature
696228,22.6,Kohsoom,23-Sep-06,Water temperature
697502,18,Chai,29-Sep-06,Water temperature
698953,18,Chai,29-Sep-06,Water temperature
700373,19,Chai,29-Sep-06,Water temperature
701485,17,Somchair,6-Oct-06,Water temperature
702433,17,Busarakhan,6-Oct-06,Water temperature
697546,16,Chai,8-Oct-06,Water temperature
699005,16,Chai,8-Oct-06,Water temperature
700417,16,Chai,8-Oct-06,Water temperature
684073,23,Boonsri,12-Oct-06,Water temperature
707424,15,Kannika,12-Oct-06,Water temperature
708433,15,Kannika,12-Oct-06,Water temperature
709415,15,Kannika,12-Oct-06,Water temperature
710360,15,Sakda,12-Oct-06,Water temperature
711343,15,Sakda,12-Oct-06,Water temperature
712315,15,Sakda,12-Oct-06,Water temperature
697598,14,Chai,15-Oct-06,Water temperature
699064,14,Chai,15-Oct-06,Water temperature
700469,14,Chai,15-Oct-06,Water temperature
684122,14,Boonsri,26-Oct-06,Water temperature
685772,14,Boonsri,26-Oct-06,Water temperature
687347,14.5,Boonsri,26-Oct-06,Water temperature
696282,16,Kohsoom,28-Oct-06,Water temperature
684181,10.5,Boonsri,9-Nov-06,Water temperature
685838,11,Boonsri,9-Nov-06,Water temperature
687406,11.5,Boonsri,9-Nov-06,Water temperature
707476,13.5,Kannika,9-Nov-06,Water temperature
708492,13.5,Kannika,9-Nov-06,Water temperature
709467,13.5,Kannika,9-Nov-06,Water temperature
710412,13.5,Sakda,9-Nov-06,Water temperature
711402,13.5,Sakda,9-Nov-06,Water temperature
712367,13.5,Sakda,9-Nov-06,Water temperature
697624,9,Chai,15-Nov-06,Water temperature
699098,9,Chai,15-Nov-06,Water temperature
700495,9,Chai,15-Nov-06,Water temperature
701537,3,Somchair,22-Nov-06,Water temperature
702485,3,Busarakhan,22-Nov-06,Water temperature
684236,7.5,Boonsri,23-Nov-06,Water temperature
685901,7,Boonsri,23-Nov-06,Water temperature
687460,7.5,Boonsri,23-Nov-06,Water temperature
696335,8.9,Kohsoom,25-Nov-06,Water temperature
697675,1,Chai,25-Nov-06,Water temperature
699156,1,Chai,25-Nov-06,Water temperature
700546,1,Chai,25-Nov-06,Water temperature
684291,1.8,Boonsri,7-Dec-06,Water temperature
685964,1.7,Boonsri,7-Dec-06,Water temperature
687515,1.7,Boonsri,7-Dec-06,Water temperature
707528,7.5,Kannika,7-Dec-06,Water temperature
708549,7.5,Kannika,7-Dec-06,Water temperature
709518,7.5,Kannika,7-Dec-06,Water temperature
710463,7,Sakda,7-Dec-06,Water temperature
711460,7,Sakda,7-Dec-06,Water temperature
712418,7,Sakda,7-Dec-06,Water temperature
697717,2,Chai,10-Dec-06,Water temperature
699206,2,Chai,10-Dec-06,Water temperature
700588,2,Chai,10-Dec-06,Water temperature
701588,2,Somchair,13-Dec-06,Water temperature
702536,2,Busarakhan,13-Dec-06,Water temperature
697769,1,Chai,20-Dec-06,Water temperature
699267,1,Chai,20-Dec-06,Water temperature
700641,1,Chai,20-Dec-06,Water temperature
684326,4,Boonsri,21-Dec-06,Water temperature
686007,4,Boonsri,21-Dec-06,Water temperature
687550,4,Boonsri,21-Dec-06,Water temperature
696390,5.1,Kohsoom,23-Dec-06,Water temperature
787611,4.5,Boonsri,11-Jan-07,Water temperature
789227,4,Boonsri,11-Jan-07,Water temperature
790685,4,Boonsri,11-Jan-07,Water temperature
812922,5.5,Kannika,11-Jan-07,Water temperature
813986,5.5,Kannika,11-Jan-07,Water temperature
815144,5.5,Kannika,11-Jan-07,Water temperature
816209,5,Sakda,11-Jan-07,Water temperature
817275,5,Sakda,11-Jan-07,Water temperature
818436,5,Sakda,11-Jan-07,Water temperature
801287,2,Chai,18-Jan-07,Water temperature
802777,2,Chai,18-Jan-07,Water temperature
804479,2,Chai,18-Jan-07,Water temperature
805960,2,Somchair,24-Jan-07,Water temperature
807115,3,Busarakhan,24-Jan-07,Water temperature
787669,2.5,Boonsri,25-Jan-07,Water temperature
789294,3,Boonsri,25-Jan-07,Water temperature
790743,3,Boonsri,25-Jan-07,Water temperature
800199,3.8,Kohsoom,27-Jan-07,Water temperature
801343,8,Chai,27-Jan-07,Water temperature
802843,8,Chai,27-Jan-07,Water temperature
804536,8,Chai,27-Jan-07,Water temperature
787729,0.5,Boonsri,8-Feb-07,Water temperature
812980,1,Kannika,8-Feb-07,Water temperature
814052,1,Kannika,8-Feb-07,Water temperature
815202,1,Kannika,8-Feb-07,Water temperature
816266,1.5,Sakda,15-Feb-07,Water temperature
817339,1.5,Sakda,15-Feb-07,Water temperature
818494,1.5,Sakda,15-Feb-07,Water temperature
801387,2,Chai,16-Feb-07,Water temperature
802893,2,Chai,16-Feb-07,Water temperature
804579,2,Chai,16-Feb-07,Water temperature
787791,2,Boonsri,22-Feb-07,Water temperature
789362,1.5,Boonsri,22-Feb-07,Water temperature
790803,2,Boonsri,22-Feb-07,Water temperature
806019,2,Somchair,22-Feb-07,Water temperature
807174,3,Busarakhan,22-Feb-07,Water temperature
800256,3.1,Kohsoom,24-Feb-07,Water temperature
801448,1,Chai,28-Feb-07,Water temperature
802962,1,Chai,28-Feb-07,Water temperature
804640,1,Chai,28-Feb-07,Water temperature
787859,2,Boonsri,9-Mar-07,Water temperature
789429,2,Boonsri,9-Mar-07,Water temperature
790870,2,Boonsri,9-Mar-07,Water temperature
813040,5,Kannika,15-Mar-07,Water temperature
814120,5,Kannika,15-Mar-07,Water temperature
815262,5,Kannika,15-Mar-07,Water temperature
816326,5,Sakda,15-Mar-07,Water temperature
817407,5,Sakda,15-Mar-07,Water temperature
818554,5,Sakda,15-Mar-07,Water temperature
787924,4,Boonsri,22-Mar-07,Water temperature
789495,4,Boonsri,22-Mar-07,Water temperature
790934,4,Boonsri,22-Mar-07,Water temperature
801472,8,Chai,23-Mar-07,Water temperature
802995,8,Chai,23-Mar-07,Water temperature
804664,8,Chai,23-Mar-07,Water temperature
