id,Anionic value,location,sample date,measure
501436,0,Boonsri,11-Jun-04,Anionic active surfactants
502620,0,Boonsri,11-Jun-04,Anionic active surfactants
503777,0,Boonsri,11-Jun-04,Anionic active surfactants
501502,0,Boonsri,9-Jul-04,Anionic active surfactants
502694,0,Boonsri,9-Jul-04,Anionic active surfactants
503841,0,Boonsri,9-Jul-04,Anionic active surfactants
501571,0,Boonsri,13-Aug-04,Anionic active surfactants
502780,0,Boonsri,13-Aug-04,Anionic active surfactants
503912,0,Boonsri,13-Aug-04,Anionic active surfactants
501641,0.029,Boonsri,10-Sep-04,Anionic active surfactants
502865,0,Boonsri,10-Sep-04,Anionic active surfactants
503982,0,Boonsri,10-Sep-04,Anionic active surfactants
501683,0,Boonsri,24-Sep-04,Anionic active surfactants
502901,0,Boonsri,24-Sep-04,Anionic active surfactants
504017,0,Boonsri,24-Sep-04,Anionic active surfactants
510759,0.04,Kohsoom,27-Sep-04,Anionic active surfactants
501719,0,Boonsri,8-Oct-04,Anionic active surfactants
502945,0,Boonsri,8-Oct-04,Anionic active surfactants
504053,0,Boonsri,8-Oct-04,Anionic active surfactants
501753,0,Boonsri,22-Oct-04,Anionic active surfactants
502987,0,Boonsri,22-Oct-04,Anionic active surfactants
504087,0,Boonsri,22-Oct-04,Anionic active surfactants
510803,0.043,Kohsoom,24-Oct-04,Anionic active surfactants
501797,0,Boonsri,5-Nov-04,Anionic active surfactants
503023,0,Boonsri,5-Nov-04,Anionic active surfactants
504123,0,Boonsri,5-Nov-04,Anionic active surfactants
511823,0.0337,Chai,21-Nov-04,Anionic active surfactants
512954,0.0411,Chai,21-Nov-04,Anionic active surfactants
513963,0.0384,Chai,21-Nov-04,Anionic active surfactants
501832,0,Boonsri,26-Nov-04,Anionic active surfactants
503066,0,Boonsri,26-Nov-04,Anionic active surfactants
504158,0,Boonsri,26-Nov-04,Anionic active surfactants
510847,0.05,Kohsoom,28-Nov-04,Anionic active surfactants
501897,0,Boonsri,17-Dec-04,Anionic active surfactants
589648,0.025,Boonsri,14-Jan-05,Anionic active surfactants
591251,0.025,Boonsri,14-Jan-05,Anionic active surfactants
592998,0.025,Boonsri,14-Jan-05,Anionic active surfactants
589699,0.025,Boonsri,28-Jan-05,Anionic active surfactants
591309,0.025,Boonsri,28-Jan-05,Anionic active surfactants
593048,0.025,Boonsri,28-Jan-05,Anionic active surfactants
602379,0.039,Kohsoom,30-Jan-05,Anionic active surfactants
589751,0.025,Boonsri,11-Feb-05,Anionic active surfactants
591369,0.025,Boonsri,11-Feb-05,Anionic active surfactants
593100,0.025,Boonsri,11-Feb-05,Anionic active surfactants
613584,0.1001,Kannika,11-Feb-05,Anionic active surfactants
614535,0.0922,Kannika,11-Feb-05,Anionic active surfactants
615537,0.099,Kannika,11-Feb-05,Anionic active surfactants
616466,0.0609,Sakda,11-Feb-05,Anionic active surfactants
617418,0.08,Sakda,11-Feb-05,Anionic active surfactants
618424,0.0773,Sakda,11-Feb-05,Anionic active surfactants
589794,0.025,Boonsri,24-Feb-05,Anionic active surfactants
591419,0.025,Boonsri,24-Feb-05,Anionic active surfactants
593142,0.025,Boonsri,24-Feb-05,Anionic active surfactants
602430,0.042,Kohsoom,27-Feb-05,Anionic active surfactants
589845,0.025,Boonsri,11-Mar-05,Anionic active surfactants
591477,0.025,Boonsri,11-Mar-05,Anionic active surfactants
593193,0.025,Boonsri,11-Mar-05,Anionic active surfactants
589897,0.025,Boonsri,25-Mar-05,Anionic active surfactants
591537,0.025,Boonsri,25-Mar-05,Anionic active surfactants
593245,0.025,Boonsri,25-Mar-05,Anionic active surfactants
602484,0.049,Kohsoom,27-Mar-05,Anionic active surfactants
589952,0.025,Boonsri,8-Apr-05,Anionic active surfactants
591600,0.025,Boonsri,8-Apr-05,Anionic active surfactants
593300,0.025,Boonsri,8-Apr-05,Anionic active surfactants
590004,0.025,Boonsri,22-Apr-05,Anionic active surfactants
591659,0.025,Boonsri,22-Apr-05,Anionic active surfactants
593350,0.025,Boonsri,22-Apr-05,Anionic active surfactants
602538,0.042,Kohsoom,25-Apr-05,Anionic active surfactants
590058,0.025,Boonsri,13-May-05,Anionic active surfactants
591714,0.025,Boonsri,13-May-05,Anionic active surfactants
593404,0.025,Boonsri,13-May-05,Anionic active surfactants
590132,0.025,Boonsri,28-May-05,Anionic active surfactants
591788,0.025,Boonsri,28-May-05,Anionic active surfactants
593479,0.025,Boonsri,28-May-05,Anionic active surfactants
602611,0.038,Kohsoom,29-May-05,Anionic active surfactants
590168,0.025,Boonsri,10-Jun-05,Anionic active surfactants
591831,0.025,Boonsri,10-Jun-05,Anionic active surfactants
593515,0.025,Boonsri,10-Jun-05,Anionic active surfactants
590220,0.025,Boonsri,24-Jun-05,Anionic active surfactants
591890,0.025,Boonsri,24-Jun-05,Anionic active surfactants
593567,0.025,Boonsri,24-Jun-05,Anionic active surfactants
602646,0.045,Kohsoom,26-Jun-05,Anionic active surfactants
590275,0.025,Boonsri,8-Jul-05,Anionic active surfactants
591950,0.025,Boonsri,8-Jul-05,Anionic active surfactants
593622,0.025,Boonsri,8-Jul-05,Anionic active surfactants
590331,0.025,Boonsri,22-Jul-05,Anionic active surfactants
592013,0.025,Boonsri,22-Jul-05,Anionic active surfactants
593678,0.025,Boonsri,22-Jul-05,Anionic active surfactants
602686,0.039,Kohsoom,24-Jul-05,Anionic active surfactants
590385,0.025,Boonsri,12-Aug-05,Anionic active surfactants
592075,0.025,Boonsri,12-Aug-05,Anionic active surfactants
593732,0.025,Boonsri,12-Aug-05,Anionic active surfactants
613876,0.0266,Kannika,12-Aug-05,Anionic active surfactants
614869,0.0261,Kannika,12-Aug-05,Anionic active surfactants
615824,0.0264,Kannika,12-Aug-05,Anionic active surfactants
616761,0.025,Sakda,12-Aug-05,Anionic active surfactants
617750,0.025,Sakda,12-Aug-05,Anionic active surfactants
618709,0.025,Sakda,12-Aug-05,Anionic active surfactants
590440,0.028,Boonsri,26-Aug-05,Anionic active surfactants
592138,0.025,Boonsri,26-Aug-05,Anionic active surfactants
593787,0.034,Boonsri,26-Aug-05,Anionic active surfactants
602762,0.06,Kohsoom,28-Aug-05,Anionic active surfactants
590494,0.06,Boonsri,9-Sep-05,Anionic active surfactants
592195,0.05,Boonsri,9-Sep-05,Anionic active surfactants
593841,0.06,Boonsri,9-Sep-05,Anionic active surfactants
604005,0.025,Chai,22-Sep-05,Anionic active surfactants
605475,0.025,Chai,22-Sep-05,Anionic active surfactants
606890,0.025,Chai,22-Sep-05,Anionic active surfactants
590547,0.038,Boonsri,23-Sep-05,Anionic active surfactants
592251,0.036,Boonsri,23-Sep-05,Anionic active surfactants
593894,0.039,Boonsri,23-Sep-05,Anionic active surfactants
602789,0.058,Kohsoom,25-Sep-05,Anionic active surfactants
590605,0.075,Boonsri,2-Oct-05,Anionic active surfactants
592317,0.063,Boonsri,2-Oct-05,Anionic active surfactants
593952,0.053,Boonsri,2-Oct-05,Anionic active surfactants
604099,0.025,Chai,10-Oct-05,Anionic active surfactants
605584,0.025,Chai,10-Oct-05,Anionic active surfactants
606983,0.025,Chai,10-Oct-05,Anionic active surfactants
613980,0.025,Kannika,14-Oct-05,Anionic active surfactants
614987,0.025,Kannika,14-Oct-05,Anionic active surfactants
615926,0.025,Kannika,14-Oct-05,Anionic active surfactants
616864,0.025,Sakda,14-Oct-05,Anionic active surfactants
617868,0.025,Sakda,14-Oct-05,Anionic active surfactants
618811,0.028,Sakda,14-Oct-05,Anionic active surfactants
590647,0.096,Boonsri,21-Oct-05,Anionic active surfactants
592371,0.078,Boonsri,21-Oct-05,Anionic active surfactants
593993,0.086,Boonsri,21-Oct-05,Anionic active surfactants
602846,0.051,Kohsoom,23-Oct-05,Anionic active surfactants
608023,0.025,Somchair,23-Oct-05,Anionic active surfactants
608971,0.025,Busarakhan,23-Oct-05,Anionic active surfactants
590692,0.075,Boonsri,6-Nov-05,Anionic active surfactants
592423,0.061,Boonsri,6-Nov-05,Anionic active surfactants
594037,0.058,Boonsri,6-Nov-05,Anionic active surfactants
614026,0.0392,Kannika,11-Nov-05,Anionic active surfactants
615039,0.0438,Kannika,11-Nov-05,Anionic active surfactants
615973,0.0481,Kannika,11-Nov-05,Anionic active surfactants
616910,0.0673,Sakda,11-Nov-05,Anionic active surfactants
617922,0.0648,Sakda,11-Nov-05,Anionic active surfactants
618856,0.0613,Sakda,11-Nov-05,Anionic active surfactants
604181,0.0534,Chai,19-Nov-05,Anionic active surfactants
605684,0.0411,Chai,19-Nov-05,Anionic active surfactants
607063,0.0381,Chai,19-Nov-05,Anionic active surfactants
608075,0.107,Somchair,24-Nov-05,Anionic active surfactants
609021,0.0568,Busarakhan,24-Nov-05,Anionic active surfactants
590739,0.054,Boonsri,25-Nov-05,Anionic active surfactants
592481,0.043,Boonsri,25-Nov-05,Anionic active surfactants
594083,0.057,Boonsri,25-Nov-05,Anionic active surfactants
602882,0.066,Kohsoom,27-Nov-05,Anionic active surfactants
590783,0.057,Boonsri,2-Dec-05,Anionic active surfactants
592532,0.06,Boonsri,2-Dec-05,Anionic active surfactants
594130,0.054,Boonsri,2-Dec-05,Anionic active surfactants
604261,0.0695,Chai,5-Dec-05,Anionic active surfactants
605778,0.0733,Chai,5-Dec-05,Anionic active surfactants
607139,0.0754,Chai,5-Dec-05,Anionic active surfactants
614070,0.025,Kannika,9-Dec-05,Anionic active surfactants
615088,0.025,Kannika,9-Dec-05,Anionic active surfactants
616017,0.025,Kannika,9-Dec-05,Anionic active surfactants
616953,0.025,Sakda,9-Dec-05,Anionic active surfactants
617970,0.025,Sakda,9-Dec-05,Anionic active surfactants
618897,0.025,Sakda,9-Dec-05,Anionic active surfactants
590831,0.025,Boonsri,16-Dec-05,Anionic active surfactants
592588,0.074,Boonsri,16-Dec-05,Anionic active surfactants
594177,0.087,Boonsri,16-Dec-05,Anionic active surfactants
602928,0.046,Kohsoom,18-Dec-05,Anionic active surfactants
608119,0.1735,Somchair,22-Dec-05,Anionic active surfactants
609066,0.1845,Busarakhan,22-Dec-05,Anionic active surfactants
683193,0.049,Boonsri,13-Jan-06,Anionic active surfactants
684793,0.04,Boonsri,13-Jan-06,Anionic active surfactants
686473,0.051,Boonsri,13-Jan-06,Anionic active surfactants
707036,0.025,Kannika,13-Jan-06,Anionic active surfactants
707988,0.025,Kannika,13-Jan-06,Anionic active surfactants
709009,0.025,Kannika,13-Jan-06,Anionic active surfactants
709970,0.0836,Sakda,13-Jan-06,Anionic active surfactants
710922,0.0834,Sakda,13-Jan-06,Anionic active surfactants
711919,0.0835,Sakda,13-Jan-06,Anionic active surfactants
696843,0.025,Chai,19-Jan-06,Anionic active surfactants
698218,0.025,Chai,19-Jan-06,Anionic active surfactants
699716,0.025,Chai,19-Jan-06,Anionic active surfactants
683236,0.057,Boonsri,27-Jan-06,Anionic active surfactants
684843,0.041,Boonsri,27-Jan-06,Anionic active surfactants
686516,0.071,Boonsri,27-Jan-06,Anionic active surfactants
702040,0.055,Busarakhan,28-Jan-06,Anionic active surfactants
695887,0.051,Kohsoom,29-Jan-06,Anionic active surfactants
683285,0.049,Boonsri,10-Feb-06,Anionic active surfactants
684890,0.051,Boonsri,10-Feb-06,Anionic active surfactants
686567,0.05,Boonsri,10-Feb-06,Anionic active surfactants
707077,0.0708,Kannika,10-Feb-06,Anionic active surfactants
708027,0.706,Kannika,10-Feb-06,Anionic active surfactants
709049,0.0787,Kannika,10-Feb-06,Anionic active surfactants
710010,0.089,Sakda,10-Feb-06,Anionic active surfactants
710964,0.088,Sakda,10-Feb-06,Anionic active surfactants
711962,0.087,Sakda,10-Feb-06,Anionic active surfactants
683333,0.04,Boonsri,24-Feb-06,Anionic active surfactants
684938,0.053,Boonsri,24-Feb-06,Anionic active surfactants
686615,0.044,Boonsri,24-Feb-06,Anionic active surfactants
696918,0.027,Chai,24-Feb-06,Anionic active surfactants
698302,0.029,Chai,24-Feb-06,Anionic active surfactants
699791,0.028,Chai,24-Feb-06,Anionic active surfactants
701122,0.0467,Somchair,25-Feb-06,Anionic active surfactants
702083,0.0299,Busarakhan,25-Feb-06,Anionic active surfactants
695930,0.047,Kohsoom,26-Feb-06,Anionic active surfactants
683382,0.038,Boonsri,9-Mar-06,Anionic active surfactants
684987,0.033,Boonsri,9-Mar-06,Anionic active surfactants
686665,0.039,Boonsri,9-Mar-06,Anionic active surfactants
707116,0.0837,Kannika,9-Mar-06,Anionic active surfactants
708070,0.0882,Kannika,9-Mar-06,Anionic active surfactants
709093,0.0849,Kannika,9-Mar-06,Anionic active surfactants
710049,0.0897,Sakda,9-Mar-06,Anionic active surfactants
711006,0.0904,Sakda,9-Mar-06,Anionic active surfactants
712006,0.0878,Sakda,9-Mar-06,Anionic active surfactants
696998,0.0301,Chai,17-Mar-06,Anionic active surfactants
698377,0.0253,Chai,17-Mar-06,Anionic active surfactants
699867,0.027,Chai,17-Mar-06,Anionic active surfactants
701164,0.0672,Somchair,23-Mar-06,Anionic active surfactants
702128,0.0576,Busarakhan,23-Mar-06,Anionic active surfactants
683482,0.054,Boonsri,6-Apr-06,Anionic active surfactants
685092,0.046,Boonsri,6-Apr-06,Anionic active surfactants
686764,0.052,Boonsri,6-Apr-06,Anionic active surfactants
707162,0.0608,Kannika,15-Apr-06,Anionic active surfactants
708124,0.0607,Kannika,15-Apr-06,Anionic active surfactants
709139,0.0609,Kannika,15-Apr-06,Anionic active surfactants
710098,0.058,Sakda,15-Apr-06,Anionic active surfactants
711049,0.0578,Sakda,15-Apr-06,Anionic active surfactants
712041,0.0574,Sakda,15-Apr-06,Anionic active surfactants
697071,0.101,Chai,23-Apr-06,Anionic active surfactants
698467,0.1011,Chai,23-Apr-06,Anionic active surfactants
699943,0.1012,Chai,23-Apr-06,Anionic active surfactants
683532,0.083,Boonsri,27-Apr-06,Anionic active surfactants
685149,0.07,Boonsri,27-Apr-06,Anionic active surfactants
686814,0.09,Boonsri,27-Apr-06,Anionic active surfactants
701207,0.0556,Somchair,27-Apr-06,Anionic active surfactants
702172,0.1356,Busarakhan,27-Apr-06,Anionic active surfactants
696024,0.049,Kohsoom,29-Apr-06,Anionic active surfactants
683581,0.11,Boonsri,3-May-06,Anionic active surfactants
685208,0.09,Boonsri,3-May-06,Anionic active surfactants
686853,0.095,Boonsri,3-May-06,Anionic active surfactants
707210,0.0479,Kannika,11-May-06,Anionic active surfactants
708177,0.0477,Kannika,11-May-06,Anionic active surfactants
709188,0.0478,Kannika,11-May-06,Anionic active surfactants
710145,0.0521,Sakda,11-May-06,Anionic active surfactants
711101,0.0519,Sakda,11-May-06,Anionic active surfactants
712089,0.052,Sakda,11-May-06,Anionic active surfactants
683636,0.071,Boonsri,25-May-06,Anionic active surfactants
685270,0.058,Boonsri,25-May-06,Anionic active surfactants
686905,0.065,Boonsri,25-May-06,Anionic active surfactants
697145,0.0768,Chai,25-May-06,Anionic active surfactants
698544,0.0767,Chai,25-May-06,Anionic active surfactants
700014,0.0769,Chai,25-May-06,Anionic active surfactants
696073,0.056,Kohsoom,27-May-06,Anionic active surfactants
701257,0.0418,Somchair,31-May-06,Anionic active surfactants
702218,0.0281,Busarakhan,31-May-06,Anionic active surfactants
683687,0.057,Boonsri,8-Jun-06,Anionic active surfactants
685330,0.049,Boonsri,8-Jun-06,Anionic active surfactants
686956,0.048,Boonsri,8-Jun-06,Anionic active surfactants
710179,0.062,Sakda,8-Jun-06,Anionic active surfactants
711142,0.062,Sakda,8-Jun-06,Anionic active surfactants
712135,0.062,Sakda,8-Jun-06,Anionic active surfactants
697238,0.068,Chai,18-Jun-06,Anionic active surfactants
698651,0.069,Chai,18-Jun-06,Anionic active surfactants
700107,0.067,Chai,18-Jun-06,Anionic active surfactants
683738,0.069,Boonsri,22-Jun-06,Anionic active surfactants
685389,0.058,Boonsri,22-Jun-06,Anionic active surfactants
687008,0.07,Boonsri,22-Jun-06,Anionic active surfactants
701306,0.222,Somchair,25-Jun-06,Anionic active surfactants
702254,0.09,Busarakhan,25-Jun-06,Anionic active surfactants
696126,0.073,Kohsoom,26-Jun-06,Anionic active surfactants
707246,0.188,Kannika,26-Jun-06,Anionic active surfactants
708234,0.188,Kannika,26-Jun-06,Anionic active surfactants
709236,0.122,Kannika,26-Jun-06,Anionic active surfactants
697289,0.0909,Chai,9-Jul-06,Anionic active surfactants
698710,0.0938,Chai,9-Jul-06,Anionic active surfactants
700159,0.0907,Chai,9-Jul-06,Anionic active surfactants
707299,0.397,Kannika,11-Jul-06,Anionic active surfactants
708294,0.397,Kannika,11-Jul-06,Anionic active surfactants
709289,0.397,Kannika,11-Jul-06,Anionic active surfactants
683787,0.043,Boonsri,13-Jul-06,Anionic active surfactants
685448,0.037,Boonsri,13-Jul-06,Anionic active surfactants
687061,0.05,Boonsri,13-Jul-06,Anionic active surfactants
710233,0.261,Sakda,13-Jul-06,Anionic active surfactants
711203,0.261,Sakda,13-Jul-06,Anionic active surfactants
712188,0.262,Sakda,13-Jul-06,Anionic active surfactants
701360,0.184,Somchair,16-Jul-06,Anionic active surfactants
702308,0.182,Busarakhan,16-Jul-06,Anionic active surfactants
683845,0.032,Boonsri,27-Jul-06,Anionic active surfactants
685514,0.035,Boonsri,27-Jul-06,Anionic active surfactants
687119,0.042,Boonsri,27-Jul-06,Anionic active surfactants
683900,0.041,Boonsri,10-Aug-06,Anionic active surfactants
685577,0.038,Boonsri,10-Aug-06,Anionic active surfactants
687174,0.044,Boonsri,10-Aug-06,Anionic active surfactants
707353,0.0527,Kannika,10-Aug-06,Anionic active surfactants
708355,0.0523,Kannika,10-Aug-06,Anionic active surfactants
709343,0.0525,Kannika,10-Aug-06,Anionic active surfactants
710288,0.0689,Sakda,10-Aug-06,Anionic active surfactants
711265,0.0687,Sakda,10-Aug-06,Anionic active surfactants
712243,0.069,Sakda,10-Aug-06,Anionic active surfactants
701413,0.0542,Somchair,13-Aug-06,Anionic active surfactants
702361,0.0763,Busarakhan,13-Aug-06,Anionic active surfactants
697387,0.025,Chai,18-Aug-06,Anionic active surfactants
698823,0.025,Chai,18-Aug-06,Anionic active surfactants
700257,0.025,Chai,18-Aug-06,Anionic active surfactants
683955,0.038,Boonsri,24-Aug-06,Anionic active surfactants
685640,0.036,Boonsri,24-Aug-06,Anionic active surfactants
687229,0.042,Boonsri,24-Aug-06,Anionic active surfactants
696206,0.063,Kohsoom,26-Aug-06,Anionic active surfactants
684011,0.037,Boonsri,7-Sep-06,Anionic active surfactants
685703,0.03,Boonsri,7-Sep-06,Anionic active surfactants
687285,0.041,Boonsri,7-Sep-06,Anionic active surfactants
684049,0.025,Boonsri,21-Sep-06,Anionic active surfactants
685749,0.025,Boonsri,21-Sep-06,Anionic active surfactants
687323,0.025,Boonsri,21-Sep-06,Anionic active surfactants
684099,0.045,Boonsri,12-Oct-06,Anionic active surfactants
684157,0.025,Boonsri,26-Oct-06,Anionic active surfactants
685815,0.025,Boonsri,26-Oct-06,Anionic active surfactants
687382,0.027,Boonsri,26-Oct-06,Anionic active surfactants
696314,0.057,Kohsoom,28-Oct-06,Anionic active surfactants
684216,0.037,Boonsri,9-Nov-06,Anionic active surfactants
685881,0.03,Boonsri,9-Nov-06,Anionic active surfactants
687440,0.041,Boonsri,9-Nov-06,Anionic active surfactants
684268,0.064,Boonsri,23-Nov-06,Anionic active surfactants
685941,0.051,Boonsri,23-Nov-06,Anionic active surfactants
687492,0.059,Boonsri,23-Nov-06,Anionic active surfactants
696368,0.068,Kohsoom,25-Nov-06,Anionic active surfactants
684323,0.028,Boonsri,7-Dec-06,Anionic active surfactants
686004,0.038,Boonsri,7-Dec-06,Anionic active surfactants
687547,0.034,Boonsri,7-Dec-06,Anionic active surfactants
684361,0.074,Boonsri,21-Dec-06,Anionic active surfactants
686050,0.061,Boonsri,21-Dec-06,Anionic active surfactants
687585,0.072,Boonsri,21-Dec-06,Anionic active surfactants
787646,0.047,Boonsri,11-Jan-07,Anionic active surfactants
789270,0.038,Boonsri,11-Jan-07,Anionic active surfactants
790720,0.056,Boonsri,11-Jan-07,Anionic active surfactants
812956,0.1147,Kannika,11-Jan-07,Anionic active surfactants
814028,0.1148,Kannika,11-Jan-07,Anionic active surfactants
815178,0.1156,Kannika,11-Jan-07,Anionic active surfactants
816243,0.1073,Sakda,11-Jan-07,Anionic active surfactants
817317,0.108,Sakda,11-Jan-07,Anionic active surfactants
818470,0.107,Sakda,11-Jan-07,Anionic active surfactants
801321,0.1026,Chai,18-Jan-07,Anionic active surfactants
802819,0.1117,Chai,18-Jan-07,Anionic active surfactants
804513,0.1185,Chai,18-Jan-07,Anionic active surfactants
805994,0.1015,Somchair,24-Jan-07,Anionic active surfactants
807149,0.0963,Busarakhan,24-Jan-07,Anionic active surfactants
787704,0.043,Boonsri,25-Jan-07,Anionic active surfactants
789337,0.04,Boonsri,25-Jan-07,Anionic active surfactants
790778,0.052,Boonsri,25-Jan-07,Anionic active surfactants
800233,0.071,Kohsoom,27-Jan-07,Anionic active surfactants
787772,0.035,Boonsri,8-Feb-07,Anionic active surfactants
813015,0.1147,Kannika,8-Feb-07,Anionic active surfactants
814095,0.1135,Kannika,8-Feb-07,Anionic active surfactants
815237,0.1152,Kannika,8-Feb-07,Anionic active surfactants
816301,0.1021,Sakda,15-Feb-07,Anionic active surfactants
817382,0.1036,Sakda,15-Feb-07,Anionic active surfactants
818529,0.11015,Sakda,15-Feb-07,Anionic active surfactants
801423,0.025,Chai,16-Feb-07,Anionic active surfactants
802937,0.025,Chai,16-Feb-07,Anionic active surfactants
804615,0.025,Chai,16-Feb-07,Anionic active surfactants
787834,0.072,Boonsri,22-Feb-07,Anionic active surfactants
789404,0.06,Boonsri,22-Feb-07,Anionic active surfactants
790845,0.06,Boonsri,22-Feb-07,Anionic active surfactants
806063,0.109,Somchair,22-Feb-07,Anionic active surfactants
807218,0.102,Busarakhan,22-Feb-07,Anionic active surfactants
800297,0.063,Kohsoom,24-Feb-07,Anionic active surfactants
787901,0.025,Boonsri,9-Mar-07,Anionic active surfactants
789471,0.025,Boonsri,9-Mar-07,Anionic active surfactants
790912,0.025,Boonsri,9-Mar-07,Anionic active surfactants
813076,0.025,Kannika,15-Mar-07,Anionic active surfactants
814164,0.025,Kannika,15-Mar-07,Anionic active surfactants
815298,0.025,Kannika,15-Mar-07,Anionic active surfactants
816362,0.025,Sakda,15-Mar-07,Anionic active surfactants
817451,0.025,Sakda,15-Mar-07,Anionic active surfactants
818590,0.025,Sakda,15-Mar-07,Anionic active surfactants
787967,0.06,Boonsri,22-Mar-07,Anionic active surfactants
789538,0.062,Boonsri,22-Mar-07,Anionic active surfactants
790977,0.07,Boonsri,22-Mar-07,Anionic active surfactants
801506,0.092,Chai,23-Mar-07,Anionic active surfactants
803037,0.085,Chai,23-Mar-07,Anionic active surfactants
804698,0.072,Chai,23-Mar-07,Anionic active surfactants
800359,0.075,Kohsoom,24-Mar-07,Anionic active surfactants
806133,0.025,Somchair,28-Mar-07,Anionic active surfactants
807288,0.025,Busarakhan,28-Mar-07,Anionic active surfactants
788035,0.067,Boonsri,6-Apr-07,Anionic active surfactants
789606,0.053,Boonsri,6-Apr-07,Anionic active surfactants
791044,0.06,Boonsri,6-Apr-07,Anionic active surfactants
801613,0.042,Chai,12-Apr-07,Anionic active surfactants
803161,0.114,Chai,12-Apr-07,Anionic active surfactants
804783,0.115,Chai,12-Apr-07,Anionic active surfactants
813135,0.1132,Kannika,12-Apr-07,Anionic active surfactants
814231,0.1139,Kannika,12-Apr-07,Anionic active surfactants
815357,0.1156,Kannika,12-Apr-07,Anionic active surfactants
816421,0.1048,Sakda,12-Apr-07,Anionic active surfactants
817518,0.1072,Sakda,12-Apr-07,Anionic active surfactants
818649,0.1108,Sakda,12-Apr-07,Anionic active surfactants
788101,0.04,Boonsri,19-Apr-07,Anionic active surfactants
806203,0.1026,Somchair,20-Apr-07,Anionic active surfactants
807358,0.0876,Busarakhan,20-Apr-07,Anionic active surfactants
800439,0.066,Kohsoom,21-Apr-07,Anionic active surfactants
788168,0.031,Boonsri,10-May-07,Anionic active surfactants
789672,0.03,Boonsri,10-May-07,Anionic active surfactants
791109,0.032,Boonsri,10-May-07,Anionic active surfactants
813196,0.0268,Kannika,10-May-07,Anionic active surfactants
814296,0.0274,Kannika,10-May-07,Anionic active surfactants
815420,0.027,Kannika,10-May-07,Anionic active surfactants
816482,0.0273,Sakda,10-May-07,Anionic active surfactants
817587,0.027,Sakda,10-May-07,Anionic active surfactants
818710,0.0261,Sakda,10-May-07,Anionic active surfactants
801721,0.129,Chai,18-May-07,Anionic active surfactants
803286,0.126,Chai,18-May-07,Anionic active surfactants
804883,0.128,Chai,18-May-07,Anionic active surfactants
788234,0.025,Boonsri,24-May-07,Anionic active surfactants
789739,0.025,Boonsri,24-May-07,Anionic active surfactants
791175,0.025,Boonsri,24-May-07,Anionic active surfactants
800484,0.054,Kohsoom,26-May-07,Anionic active surfactants
806270,0.039,Somchair,26-May-07,Anionic active surfactants
807425,0.025,Busarakhan,26-May-07,Anionic active surfactants
788301,0.06,Boonsri,7-Jun-07,Anionic active surfactants
789807,0.064,Boonsri,7-Jun-07,Anionic active surfactants
791242,0.061,Boonsri,7-Jun-07,Anionic active surfactants
816542,0.0457,Sakda,7-Jun-07,Anionic active surfactants
817654,0.0455,Sakda,7-Jun-07,Anionic active surfactants
818769,0.0448,Sakda,7-Jun-07,Anionic active surfactants
813256,0.025,Kannika,9-Jun-07,Anionic active surfactants
814365,0.025,Kannika,9-Jun-07,Anionic active surfactants
815479,0.025,Kannika,9-Jun-07,Anionic active surfactants
788367,0.071,Boonsri,21-Jun-07,Anionic active surfactants
789874,0.044,Boonsri,21-Jun-07,Anionic active surfactants
791308,0.067,Boonsri,21-Jun-07,Anionic active surfactants
801787,0.0276,Chai,21-Jun-07,Anionic active surfactants
803382,0.0385,Chai,21-Jun-07,Anionic active surfactants
804962,0.0405,Chai,21-Jun-07,Anionic active surfactants
800546,0.046,Kohsoom,23-Jun-07,Anionic active surfactants
788434,0.054,Boonsri,5-Jul-07,Anionic active surfactants
789942,0.048,Boonsri,5-Jul-07,Anionic active surfactants
791375,0.061,Boonsri,5-Jul-07,Anionic active surfactants
788501,0.025,Boonsri,19-Jul-07,Anionic active surfactants
790010,0.025,Boonsri,19-Jul-07,Anionic active surfactants
791442,0.03,Boonsri,19-Jul-07,Anionic active surfactants
801966,0.053,Chai,4-Aug-07,Anionic active surfactants
803597,0.087,Chai,4-Aug-07,Anionic active surfactants
805140,0.093,Chai,4-Aug-07,Anionic active surfactants
813370,0.1156,Kannika,11-Aug-07,Anionic active surfactants
814497,0.1073,Kannika,11-Aug-07,Anionic active surfactants
815593,0.098,Kannika,11-Aug-07,Anionic active surfactants
816657,0.0315,Sakda,11-Aug-07,Anionic active surfactants
817787,0.0487,Sakda,11-Aug-07,Anionic active surfactants
818884,0.025,Sakda,11-Aug-07,Anionic active surfactants
788563,0.058,Boonsri,23-Aug-07,Anionic active surfactants
790073,0.048,Boonsri,23-Aug-07,Anionic active surfactants
791504,0.051,Boonsri,23-Aug-07,Anionic active surfactants
800671,0.053,Kohsoom,25-Aug-07,Anionic active surfactants
816712,0.103,Sakda,6-Sep-07,Anionic active surfactants
817851,0.086,Sakda,6-Sep-07,Anionic active surfactants
818939,0.093,Sakda,6-Sep-07,Anionic active surfactants
802048,0.201,Chai,12-Sep-07,Anionic active surfactants
803697,0.273,Chai,12-Sep-07,Anionic active surfactants
805222,0.242,Chai,12-Sep-07,Anionic active surfactants
788631,0.045,Boonsri,20-Sep-07,Anionic active surfactants
790141,0.043,Boonsri,20-Sep-07,Anionic active surfactants
791571,0.052,Boonsri,20-Sep-07,Anionic active surfactants
800733,0.046,Kohsoom,23-Sep-07,Anionic active surfactants
